CTRL1	CTRL2	CTRL3	CIP1	CIP2	CIP3	ID	TYPE	NAME	???	DESCRIPTION
1355	1028	766	637	552	788	PA4534	CDS			hypothetical protein
1839	885	968	1729	1828	1665	PA4535	CDS			hypothetical protein
823	401	302	655	662	744	PA4536	CDS			hypothetical protein
992	364	633	526	539	645	PA4537	CDS			hypothetical protein
5037	2520	2095	2084	1886	2610	PA4538	CDS	ndh		NADH dehydrogenase
2355	1203	1255	1651	1415	2020	PA4539	CDS			hypothetical protein
262	140	102	169	187	194	PA4540	CDS			hypothetical protein
2215	1162	909	1555	1323	1745	PA4541	CDS			hypothetical protein
1425.88	817.386	2133.04	1165.64	1611.56	1333.01	PA4541.1	tRNA			tRNA-Lys
741	602	550	163	260	252	PA4541.2	tRNA			tRNA-Pro
433.574	406.873	524.908	222.142	364.458	291.54	PA4541.3	tRNA			tRNA-Asn
25967	13121	6130	47610	33926	34436	PA4542	CDS	clpB		chaperone protein ClpB
1511	963	552	626	656	771	PA4543	CDS			hypothetical protein
6517	3669	2848	1333	1435	2156	PA4544	CDS	rluD		pseudouridine synthase
6322	3413	3467	1737	2064	3823	PA4545	CDS	comL		competence protein ComL
3611	2110	2009	1178	1248	1580	PA4546	CDS	pilS		two-component sensor PilS
3444	2025	1360	1257	1188	1316	PA4547	CDS	pilR		two-component response regulator PilR
2969	1794	887	747	805	1173	PA4548	CDS			D-amino acid oxidase
250	116	98	108	109	131	PA4549	CDS	fimT		type 4 fimbrial biogenesis protein FimT
5467	3185	3392	891	1065	853	PA4550	CDS	fimU		type 4 fimbrial biogenesis protein FimU
4209	2171	1695	388	490	468	PA4551	CDS	pilV		type 4 fimbrial biogenesis protein PilV
7178	3958	2586	857	853	798	PA4552	CDS	pilW		type 4 fimbrial biogenesis protein PilW
4554	2461	1621	691	625	598	PA4553	CDS	pilX		type 4 fimbrial biogenesis protein PilX
27667	13554	8753	3713	3621	3637	PA4554	CDS	pilY1		type 4 fimbrial biogenesis protein PilY1
2905	1547	874	456	413	316	PA4555	CDS	pilY2		type 4 fimbrial biogenesis protein PilY2
4067	2177	1551	515	523	452	PA4556	CDS	pilE		type 4 fimbrial biogenesis protein PilE
3225	2179	1019	991	998	1190	PA4557	CDS	lytB	1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
3855	2390	1596	2512	2044	2058	PA4558	CDS			FkbP-type peptidyl-prolyl cis-trans isomerase
3500	2137	1448	1455	1306	1506	PA4559	CDS	lspA	3.4.23.36	lipoprotein signal peptidase
27963	16688	9448	7949	6644	10837	PA4560	CDS	ileS	6.1.1.5	isoleucine--tRNA ligase
4140	2720	1703	1151	1065	1608	PA4561	CDS	ribF	2.7.1.26	bifunctional riboflavin kinase/FMN adenylyltransferase
1442	799	781	645	619	956	PA4562	CDS			hypothetical protein
41916	17404	24188	4644	5678	18277	PA4563	CDS	rpsT		30S ribosomal protein S20
1292	713	505	381	423	412	PA4564	CDS			hypothetical protein
5318	3417	1262	2051	1987	2154	PA4565	CDS	proB	2.7.2.11	gamma-glutamyl kinase
9000	5287	2214	2177	2190	3045	PA4566	CDS	obg		GTPase ObgE
29810	17170	18315	9976	8532	21210	PA4567	CDS	rpmA		50S ribosomal protein L27
38857	20961	24646	7914	6578	17874	PA4568	CDS	rplU		50S ribosomal protein L21
5426	3173	2041	1626	1612	2603	PA4569	CDS	ispB		octaprenyl-diphosphate synthase
228	100	136	226	171	280	PA4570	CDS			hypothetical protein
9386	4711	2573	3326	2733	3182	PA4571	CDS			cytochrome C
3494	2148	1111	2072	1921	2146	PA4572	CDS	fklB		peptidyl-prolyl cis-trans isomerase FklB
962	581	272	2441	2511	1620	PA4573	CDS			hypothetical protein
1363	774	760	438	406	924	PA4574	CDS			hypothetical protein
1882	932	931	2104	1714	1758	PA4575	CDS			hypothetical protein
12024	6987	3816	4989	4555	5175	PA4576	CDS			ATP-dependent protease
9271	4407	2237	8418	7479	7067	PA4577	CDS			hypothetical protein
30702	14739	8818	10608	9267	9338	PA4578	CDS			hypothetical protein
3105	1783	937	904	850	1276	PA4579	CDS			hypothetical protein
778	535	388	465	429	504	PA4580	CDS			hypothetical protein
1261	664	463	914	791	958	PA4581	CDS	rtcR		transcriptional regulator RtcR
946	529	589	1912	1418	1847	PA4581.1	tRNA			tRNA-Arg
1190	657	417	664	558	671	PA4582	CDS			hypothetical protein
1089	623	259	508	467	571	PA4583	CDS			hypothetical protein
678	374	201	404	348	357	PA4584	CDS			hypothetical protein
709	408	148	408	371	419	PA4585	CDS	rtcA	6.5.1.4	RNA 3'-terminal-phosphate cyclase
225	144	42	45	36	48	PA4586	CDS			hypothetical protein
112803	57780	22404	13113	11782	12541	PA4587	CDS	ccpR		cytochrome C551 peroxidase
3027	1580	800	406	430	769	PA4588	CDS	gdhA	1.4.1.4	glutamate dehydrogenase
364	190	106	242	238	313	PA4589	CDS			hypothetical protein
284	177	121	302	243	273	PA4590	CDS	pra		protein activator
219	112	82	221	172	238	PA4591	CDS			hypothetical protein
318	173	139	223	193	253	PA4592	CDS			hypothetical protein
277	166	83	181	141	224	PA4593	CDS			ABC transporter permease
448	243	201	224	238	283	PA4594	CDS			ABC transporter ATP-binding protein
18016	10573	4899	5950	5094	7409	PA4595	CDS			ABC transporter ATP-binding protein
663	338	256	1150	987	1019	PA4596	CDS			transcriptional regulator
758	451	274	456	506	542	PA4597	CDS	oprJ		multidrug efflux outer membrane protein OprJ
2931	1577.09	1127.23	1299	1312.1	1788	PA4598	CDS	mexD		resistance-nodulation-cell division (RND) multidrug efflux transporter MexD
2227	1373	527	660	829	1048	PA4599	CDS	mexC		resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC
1313	696	680	555	528	830	PA4600	CDS	nfxB		transcriptional regulator NfxB
19065	11500	9985	4838	5307	4741	PA4601	CDS	morA		motility regulator
11778	6623.45	3609.41	1924.87	1800.21	4376.97	PA4602	CDS	glyA3	2.1.2.1	serine hydroxymethyltransferase
637	484	223	485	604	378	PA4603	CDS			hypothetical protein
3543	2030	1015	1581	1523	1392	PA4604	CDS			hypothetical protein
3339	1632	1649	2486	2255	2417	PA4605	CDS			hypothetical protein
37206	17480	12170	17045	13844	18280	PA4606	CDS			hypothetical protein
47673	22517	22169	119474	108975	103348	PA4607	CDS			hypothetical protein
3968	1694	1841	4629	5009	4500	PA4608	CDS			hypothetical protein
2433	1405	836	1183	1157	1347	PA4609	CDS	radA		DNA repair protein RadA
1194	541	557	1386	1180	1028	PA4610	CDS			hypothetical protein
9013	8284	5012	38219	25976	21098	PA4611	CDS			hypothetical protein
305	198	132	317	280	321	PA4612	CDS			hypothetical protein
603	368	290	667	529	830	PA4613	CDS	katB		catalase
24866	11403	10049	19134	16651	21552	PA4614	CDS	mscL		large-conductance mechanosensitive channel
3161	1607	1210	1691	1493	1590	PA4615	CDS			oxidoreductase
1576	954	692	241	232	305	PA4616	CDS			C4-dicarboxylate-binding protein
3076	1686	799	1252	1197	1316	PA4617	CDS			hypothetical protein
3758	2278	945	1062	1095	1096	PA4618	CDS			hypothetical protein
3322	1944	1321	1004	1105	1097	PA4619	CDS			cytochrome C
977	533	390	327	366	368	PA4620	CDS			hypothetical protein
7456	4006	2177	2600	3121	2777	PA4621	CDS			oxidoreductase
148	84	74	51	63	92	PA4622	CDS			major facilitator superfamily transporter
304	144	124	98	110	125	PA4623	CDS			hypothetical protein
1523	941	545	2767	2277	3227	PA4624	CDS			hypothetical protein
5343	2906	1732	8965	7558	13533	PA4625	CDS			hypothetical protein
588	335	186	234	173	246	PA4626	CDS	hprA	1.1.1.29	glycerate dehydrogenase
771	438	220	245	242	316	PA4627	CDS			16S rRNA methyltransferase
1978	1015	596	617	538	764	PA4628	CDS	lysP		lysine-specific permease
608	311	249	152	163	256	PA4629	CDS			hypothetical protein
1287	683	862	882	841	779	PA4630	CDS			hypothetical protein
2887	1724	953	906	885	1205	PA4631	CDS			hypothetical protein
2602	1560	948	1271	1064	2470	PA4632	CDS			hypothetical protein
22107.6	10871.8	6475.85	3756.28	3466.81	3212.61	PA4633	CDS			chemotaxis transducer
2421	1387	838	650	581	751	PA4634	CDS			hypothetical protein
328	235	110	412	336	388	PA4635	CDS			hypothetical protein
238	154	81	368	333	343	PA4635a	CDS			hypothetical protein
146	95	96	235	177	193	PA4636a	CDS			hypothetical protein
3179	1742	972	819	753	1383	PA4636	CDS			hypothetical protein
1639	1109	659	1469	1708	1275	PA4637	CDS			hypothetical protein
8816	3419	5034	11607	10253	13115	PA4637a	CDS			hypothetical protein
3326	1909	1809	2044	1827	3321	PA4639	CDS			hypothetical protein
13154	7030	3390	4085	4512	8314	PA4640	CDS	mqoB	1.1.5.4	malate:quinone oxidoreductase
1030	509	934	371	485	1021	PA4642	CDS			hypothetical protein
1260	721	558	261	269	381	PA4643	CDS			hypothetical protein
608	432	202	254	278	358	PA4644	CDS			hypothetical protein
1487	866	663	499	542	835	PA4645	CDS		2.4.2.8	hypoxanthine-guanine phosphoribosyltransferase
2652	1245	688	638	625	686	PA4646	CDS	upp	2.4.2.9	uracil phosphoribosyltransferase
4810	2503	1397	1274	1383	1501	PA4647	CDS	uraA		uracil permease
161	72	39	137	104	133	PA4648	CDS			hypothetical protein
110	59	27	72	75	72	PA4649	CDS			hypothetical protein
106	48	30	142	96	95	PA4650	CDS			hypothetical protein
152	89	42	157	172	189	PA4651	CDS			pili assembly chaperone
374	198	96	246	217	244	PA4652	CDS			hypothetical protein
254	147	107	243	227	195	PA4653	CDS			hypothetical protein
626	349	246	215	224	209	PA4654	CDS			major facilitator superfamily transporter
4330	2640	1200	620	675	772	PA4655	CDS	hemH	4.99.1.1	ferrochelatase
3600	2279	1109	715	768	816	PA4656	CDS			hypothetical protein
9610	4832	3145	4819	4015	4785	PA4657	CDS			hypothetical protein
10176	5452	4074	486	573	582	PA4658	CDS			hypothetical protein
5041	3241	1504	247	288	261	PA4659	CDS			transcriptional regulator
9118	5387	3126	728	811	924	PA4660	CDS	phr		deoxyribodipyrimidine photolyase
99650	35690	57192	84777	70873	100978	PA4661	CDS	pagL		lipid A 3-O-deacylase
1965	1118	897	1131	891	1196	PA4662	CDS	murI	5.1.1.3	glutamate racemase
1356	890	294	501	480	542	PA4663	CDS	moeB		molybdopterin biosynthesis protein MoeB
1569	963	416	379	317	553	PA4664	CDS	hemK	2.1.1.-	methyl transferase
3588	2044	1275	694	655	1225	PA4665	CDS	prfA		peptide chain release factor 1
3176	1860	1238	730	821	1375	PA4666	CDS	hemA	1.2.1.70	glutamyl-tRNA reductase
13641	8009	5170	2534	3038	3421	PA4667	CDS			hypothetical protein
2376	1530	876	527	489	683	PA4668	CDS			molecular chaperone LolB
15229	8046	10290	4329	4161	9808	PA4669	CDS	ipk	2.7.1.148	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2360	1536	2349	597	734	1473	PA4669.1	tRNA			tRNA-Gln
21473	11515	6777	2592	2285	6068	PA4670	CDS	prs	2.7.6.1	ribose-phosphate pyrophosphokinase
34268	14709	15905	10092	6843	24311	PA4671	CDS			50S ribosomal protein L25/general stress protein Ctc
2863	1528	586	372	268	497	PA4672	CDS		3.1.1.29	peptidyl-tRNA hydrolase
8342	4234	2637	1459	1221	2157	PA4673	CDS			GTP-dependent nucleic acid-binding protein EngD
89	45	39	6	17	23	PA4673.1	tRNA			tRNA-Met
1364	636	990	2261	1465	2263	PA4674	CDS			hypothetical protein
1277	781	402	905	717	1851	PA4675	CDS			TonB-dependent receptor
1216	741	559	557	501	963	PA4676	CDS			carbonic anhydrase
665	376	233	290	265	397	PA4677	CDS			hypothetical protein
820	491	392	277	258	405	PA4678	CDS	rimI		peptide n-acetyltransferase RimI
1630	1084	486	312	361	558	PA4679	CDS			hypothetical protein
190	101	84	239	207	274	PA4680	CDS			hypothetical protein
473	223	162	504	342	524	PA4681	CDS			hypothetical protein
1004	448	406	551	506	615	PA4682	CDS			hypothetical protein
5818	3143	2890	346	366	519	PA4683	CDS			hypothetical protein
2187	1271	566	408	398	853	PA4684	CDS			hypothetical protein
1386	729	296	161	121	311	PA4685	CDS			hypothetical protein
6526	3445	1215	1657	1267	2123	PA4686	CDS			hypothetical protein
2350	1140	1149	1789	1539	2385	PA4687	CDS	hitA		ferric iron-binding periplasmic protein HitA
583	296	183	346	315	357	PA4688	CDS	hitB		iron (III)-transporter permease HitB
5410	3124	1982	2736	2602	2901	PA4689	CDS			hypothetical protein
1757	938	752	861	959	1044	PA4690	CDS			hypothetical protein
1822	918	1082	1235	1407	1478	PA4690a	CDS			paraquat-inducible protein A
7.27941	0.359453	0.343849	0.734007	0	0.357357	PA4690.1	rRNA			5S ribosomal RNA
1.63762e+06	43334.9	48438.8	21504.7	50511.9	20034.8	PA4690.2	rRNA			23S ribosomal RNA
245.189	234.59	398.759	163.423	242.428	319.18	PA4690.3	tRNA			tRNA-Ala
171.85	161.315	195.388	76.5443	104.597	171.388	PA4690.4	tRNA			tRNA-Ile
2107.41	191.597	86.0494	0.00962958	42.518	27.6815	PA4690.5	rRNA			16S ribosomal RNA
638	389	379	321	350	485	PA4691	CDS			sulfite oxidase subunit YedZ
1461	827	606	736	655	901	PA4692	CDS			sulfite oxidase subunit YedY
7694	4245	3697	2078	2128	3419	PA4693	CDS	pssA		phosphatidylserine synthase
29418	14192	8880	8116	6928	11814	PA4694	CDS	ilvC	1.1.1.86	ketol-acid reductoisomerase
5833	3062	1669	1227	1050	1936	PA4695	CDS	ilvH	2.2.1.6	acetolactate synthase small subunit
17147	9319	5233	4175	3703	6154	PA4696	CDS	ilvI	2.2.1.6	acetolactate synthase 3 catalytic subunit
1868	1189	852	498	544	742	PA4697	CDS			hypothetical protein
1587	937	593	958	792	866	PA4698	CDS			hypothetical protein
5109	3013	1400	1853	1671	2346	PA4699	CDS			hypothetical protein
9339	5901	3808	2462	2539	3575	PA4700	CDS	mrcB		penicillin-binding protein 1B
4943	2994	1885	2077	2080	3052	PA4701	CDS			hypothetical protein
1656	793	671	1771	1665	1618	PA4702	CDS			hypothetical protein
1923	738	867	1147	1072	1411	PA4703	CDS			hypothetical protein
1754	925	852	750	733	803	PA4704	CDS	cbpA		cAMP-binding protein A
539	348	213	557	497	579	PA4705	CDS			hypothetical protein
372	257	176	463	367	362	PA4706	CDS			hemin importer ATP-binding subunit
539	313	194	340	359	488	PA4707	CDS			ABC transporter permease
454	260	160	492	386	433	PA4708	CDS	phuT		heme-transporter PhuT
217	135	89	167	181	201	PA4709	CDS			hemin degrading factor
808	393	319	536	455	669	PA4710	CDS	phuR		heme/hemoglobin uptake outer membrane receptor PhuR
1156	493	429	519	487	629	PA4711	CDS			hypothetical protein
1305	515	684	567	500	777	PA4712	CDS			hypothetical protein
1263	683	469	1122	1044	1280	PA4713	CDS			hypothetical protein
13763	8084	6508	4106	4403	4436	PA4714	CDS			hypothetical protein
7795	4393	2756	1828	1415	1951	PA4715	CDS			aminotransferase
2027	1127	647	570	636	697	PA4716	CDS			hypothetical protein
3266	2003	1091	2007	2077	2144	PA4717	CDS			hypothetical protein
2081	1112	821	990	867	1092	PA4718	CDS			hypothetical protein
3271	1699	1034	874	836	1250	PA4719	CDS			transporter
2942	1586	714	656	651	822	PA4720	CDS	trmA	2.1.1.35	tRNA (uracil-5-)-methyltransferase
1422	819	478	574	485	750	PA4721	CDS			sugar fermentation stimulation protein A
5561	2864	1655	1976	2311	3007	PA4722	CDS			hypothetical protein
11443	4960	7100	5022	4604	13803	PA4723	CDS	dksA		suppressor protein DksA
1095	690	332	325	317	440	PA4724	CDS			glutamyl-Q tRNA(Asp) synthetase
523	289	514	178	213	317	PA4724.1	CDS			hypothetical protein
3899	2348	2110	1892	1762	2104	PA4725	CDS	cbrA		two-component sensor CbrA
18997.4	9876	6890	8270	8721	9269	PA4726	CDS	cbrB		two-component response regulator CbrB
9110	4806	3532	2227	2228	2858	PA4727	CDS	pcnB		poly(A) polymerase
1616	987	733	351	347	420	PA4728	CDS	folK		2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
2280	1342	949	546	550	1120	PA4729	CDS	panB	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase
1613	995	617	493	457	887	PA4730	CDS	panC	6.3.2.1	pantoate--beta-alanine ligase
622	414	305	369	319	565	PA4731	CDS	panD	4.1.1.11	aspartate alpha-decarboxylase
13265	7210	5106	4336	3970	5665	PA4732	CDS	pgi	5.3.1.9	glucose-6-phosphate isomerase
3092	1611	1349	2977	2655	3288.07	PA4733	CDS	acsB	6.2.1.1	acetyl-CoA synthetase
1911	1040	694	1140	1045	1378	PA4734	CDS			hypothetical protein
30626	15376	12533	13102	12263	16323	PA4735	CDS			hypothetical protein
1227	777	522	758	696	728	PA4736	CDS			hypothetical protein
916	570	445	784	785	711	PA4737	CDS			hypothetical protein
88541	32552	60905	191391	129280	185729	PA4738	CDS			hypothetical protein
147009	48582	104662	272242	186764	276082	PA4739	CDS			hypothetical protein
96934	46795	16732	5862	5359	9111	PA4740	CDS	pnp		polynucleotide phosphorylase
76504	30806	47021	34026	27695	55738	PA4741	CDS	rpsO		30S ribosomal protein S15
10305	5146	2657	1301	1309	1762	PA4742	CDS	truB		tRNA pseudouridine synthase B
4585	1865	835	490	390	641	PA4743	CDS	rbfA		ribosome-binding factor A
115241	50380	18212	9436	8021	12607	PA4744	CDS	infB		translation initiation factor IF-2
50894	25428	13267	5435	5237	9092	PA4745	CDS	nusA		transcription elongation factor NusA
6910	3892	4172	834	992	1698	PA4746	CDS			hypothetical protein
2366.22	1654.28	2496.53	631.08	755.453	955.785	PA4746.1	tRNA			tRNA-Met
3358	2547	3218	1510	1961	2218	PA4746.2	tRNA			tRNA-Leu
21504	16212	18410	11075	12812	16043	PA4747	CDS	secG		preprotein translocase subunit SecG
14408	9204	8025	3964	4125	6766	PA4748	CDS	tpiA	5.3.1.1	triosephosphate isomerase
13761	8178	4017	4291	4250	4709	PA4749	CDS	glmM	5.4.2.10	phosphoglucosamine mutase
5495	3261	1651	1484	1752	1547	PA4750	CDS	folP		dihydropteroate synthase
67201	40534	19600	26412	26348	27156	PA4751	CDS	ftsH		cell division protein FtsH
3885	2100	1498	4013	2988	3101	PA4752	CDS	ftsJ		cell division protein FtsJ
15761	6918	10950	1668	1870	3776	PA4753	CDS			hypothetical protein
2897	1665	955	479	514	465	PA4754	CDS			hypothetical protein
10454	5621	2599	2661	2233	2606	PA4755	CDS	greA		transcription elongation factor GreA
83827	41128	18733	11465	10566	12003	PA4756	CDS	carB	6.3.5.5	carbamoyl phosphate synthase large subunit
8336	4415	2265	1154	1342	1302	PA4757	CDS			leucine export protein LeuE
32640	17818	9025	4057	4976	5290	PA4758	CDS	carA	6.3.5.5	carbamoyl phosphate synthase small subunit
5927	3130	1474	4305	4623	4635	PA4759	CDS	dapB	1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase
9289	4495	1556	5918	6196	6322	PA4760	CDS	dnaJ		molecular chaperone DnaJ
53255	25648	10331	58638	49238	57259	PA4761	CDS	dnaK		molecular chaperone DnaK
3583	1682	951	5289	4450	5592	PA4762	CDS	grpE		heat shock protein GrpE
6605	3705	2525	5776	5158	6854	PA4763	CDS	recN		DNA repair protein RecN
25161	13511	16031	9982	11925	14899	PA4764	CDS	fur		ferric uptake regulation protein
12520	6266	7751	3040	3169	6022	PA4765	CDS	omlA		outer membrane lipoprotein OmlA
565	353	204	445	401	398	PA4766	CDS			hypothetical protein
2911	1627	1584	1951	1995	2133	PA4767	CDS			hypothetical protein
1806	1203	822	751	757	919	PA4768	CDS	smpB		SsrA-binding protein
1622	974	608	878	856	973	PA4769	CDS			transcriptional regulator
1703	921	562	1289	1416	1563	PA4770	CDS	lldP		L-lactate permease
1272	676	396	407	458	513	PA4771	CDS	lldD	1.1.2.3	L-lactate dehydrogenase
2808	1389	731	1193	1135	1219	PA4772	CDS			ferredoxin
2975	1603	1032	765	634	2641	PA4773	CDS			hypothetical protein
3346	1798	789	523	473	1604	PA4774	CDS			hypothetical protein
2112	1051	574	628	647	1053	PA4775	CDS			hypothetical protein
1172	609	290	229	231	404	PA4776	CDS	pmrA		two-component regulator system response regulator PmrA
885	503	289	298	258	402	PA4777	CDS	pmrB		two-component regulator system signal sensor kinase PmrB
1204	673	712	544	486	658	PA4778	CDS	cueR		protein CueR
525	294	199	166	187	221	PA4779	CDS			hypothetical protein
1704	1028	578	939	853	1224	PA4780	CDS			hypothetical protein
5287	2797	1236	2174	2575	2682	PA4781	CDS			cyclic di-GMP phosphodiesterase
959	582	461	254	230	705	PA4782	CDS			hypothetical protein
927	546	325	247	272	327	PA4783	CDS			hypothetical protein
471	324	127	118	102	140	PA4784	CDS			transcriptional regulator
1464	787	334	512	478	621	PA4785	CDS		2.3.1.9	acetyl-CoA acetyltransferase
1907	1053	459	1433	1312	1499	PA4786	CDS		1.1.1.100	3-ketoacyl-ACP reductase
2725	1414	917	2936	2357	3088	PA4787	CDS			transcriptional regulator
328	154	80	116	114	171	PA4788	CDS			hypothetical protein
302	191	92	94	71	112	PA4789	CDS			hypothetical protein
479	279	140	165	194	220	PA4790	CDS			hypothetical protein
1002	582	413	555	554	603	PA4791	CDS			hypothetical protein
997	654	327	805	710	755	PA4792	CDS			hypothetical protein
3545	1681	1623	2149	2046	2020	PA4793	CDS			hypothetical protein
831	439	325	333	333	317	PA4794	CDS			hypothetical protein
290	168	92	69	68	81	PA4795	CDS			hypothetical protein
634	385	206	240	275	246	PA4796	CDS			hypothetical protein
288.667	137.833	121.167	253.5	238.5	248.833	PA4797	CDS			transposase
849	463	224	195	195	259	PA4798	CDS			hypothetical protein
292	150	108	106	71	119	PA4799	CDS			hypothetical protein
674	412	184	156	136	249	PA4800	CDS			hypothetical protein
357	283	98	136	143	212	PA4801	CDS			hypothetical protein
186	123	62	49	53	57	PA4802	CDS			hypothetical protein
95	76	66	83	80	100	PA4802.1	tRNA			tRNA-Sec
1684	756	662	825	884	853	PA4803	CDS			hypothetical protein
2167	1184	991	869	746	1044	PA4804	CDS			amino acid permease
274	131	93	154	150	149	PA4805	CDS			hypothetical protein
474	216	166	290	252	284	PA4806	CDS			transcriptional regulator
4406	2445	1090	2081	2099	2043	PA4807	CDS	selB		selenocysteine-specific elongation factor
4640	2448	1299	1838	1592	1925	PA4808	CDS	selA	2.9.1.1	selenocysteine synthase
1432	873	325	442	535	422	PA4809	CDS	fdhE		formate dehydrogenase subunit epsilon
1969	1057	793	1417	1427	1191	PA4810	CDS	fdnI		nitrate-inducible formate dehydrogenase subunit gamma
6152	3147	1596	2717	2719	2547	PA4811	CDS	fdnH		nitrate-inducible formate dehydrogenase subunit beta
20997	11296	5231	12230	12671	11588	PA4812	CDS	fdnG		formate dehydrogenase-O major subunit
244	125	59	258	201	266	PA4813	CDS	lipC		lipase LipC
254	152	74	154	133	126	PA4814	CDS	fadH2		2,4-dienoyl-CoA reductase
510	270	222	137	135	196	PA4815	CDS			hypothetical protein
929	568	420	391	379	555	PA4816	CDS			hypothetical protein
86	46	34	24	22	22	PA4817	CDS			hypothetical protein
185	99	43	109	94	113	PA4818	CDS			hypothetical protein
60	34	8	37	28	49	PA4819	CDS			glycosyl transferase family protein
79	52	20	52	54	50	PA4820	CDS			hypothetical protein
481	275	139	157	191	250	PA4821	CDS			transporter
693	327	210	349	321	406	PA4822	CDS			hypothetical protein
21	10	3	10	8	6	PA4823	CDS			hypothetical protein
105	48	20	87	67	48	PA4824	CDS			hypothetical protein
737	344	302	407	344	483	PA4825	CDS	mgtA		Mg(2+) transport ATPase
186	127	55	30	27	47	PA4826	CDS			hypothetical protein
1245	648	499	566	575	690	PA4827	CDS			arylamine N-acetyltransferase
370	198	126	181	172	207	PA4828	CDS			hypothetical protein
1184	679	331	557	586	665	PA4829	CDS	lpd3	1.8.1.4	dihydrolipoamide dehydrogenase
453	241	177	339	274	378	PA4830	CDS			hypothetical protein
542	267	236	396	299	474	PA4831	CDS			transcriptional regulator
243	153	92	229	162	282	PA4832	CDS			short-chain dehydrogenase
2045	1095	871	1249	1131	1238	PA4833	CDS			hypothetical protein
381	255	196	207	185	198	PA4834	CDS			hypothetical protein
399	211	127	149	142	172	PA4835	CDS			hypothetical protein
251	132	115	73	70	69	PA4836	CDS			hypothetical protein
728	449	226	254	207	213	PA4837	CDS			hypothetical protein
807	448	273	348	320	381	PA4838	CDS			hypothetical protein
4417	2832	1224	1763	1640	2353	PA4839	CDS	speA	4.1.1.19	arginine decarboxylase
837	580	340	389	384	816	PA4840	CDS			translation initiation factor Sui1
2568	1485	760	872	920	1084	PA4841	CDS			hypothetical protein
11071	6398	3158	4831	4858	5349	PA4842	CDS			hypothetical protein
80250	38165	37869	32412	25030	30238	PA4843	CDS			two-component response regulator
2571	1310.5	1218	673	686	708.345	PA4844	CDS			chemotaxis transducer
2950	1694	1304	1128	1090	1678	PA4845	CDS	dipZ	1.8.1.8	thiol:disulfide interchange protein
10072	5370	4038	1287	1319	2548	PA4846	CDS	aroQ1	4.2.1.10	3-dehydroquinate dehydratase
21215	10879	5931	2249	2456	3062	PA4847	CDS	accB	6.4.1.2	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
61364	30352	12222	6667	6139	10040	PA4848	CDS	accC	6.4.1.2	acetyl-CoA carboxylase biotin carboxylase subunit
600	284	143	67	77	119	PA4849	CDS			hypothetical protein
1901	1120	496	364	419	583	PA4850	CDS	prmA	2.1.1.-	50S ribosomal protein L11 methyltransferase
3731	2062	1877	1122	1110	1951	PA4851	CDS			hypothetical protein
6740	3900	2366	1744	1722	2799	PA4852	CDS			hypothetical protein
1720	904	576	372	329	812	PA4853	CDS	fis		Fis family transcriptional regulator
7928	4233	1785	1466	1317	2601	PA4854	CDS	purH	2.1.2.3	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
3771	2000	598	798	697	1108	PA4855	CDS	purD	6.3.4.13	phosphoribosylamine--glycine ligase
6623	3678	3134	3564	3206	4624	PA4856	CDS	retS		sensor histidine kinase MifS
810	379	326	334	377	496	PA4857	CDS			hypothetical protein
440	276	231	435	374	382	PA4858	CDS			hypothetical protein
117	63	38	42	42	49	PA4859	CDS			ABC transporter permease
100	45	26	43	47	49	PA4860	CDS			ABC transporter permease
127	64.0333	29	72	58	67	PA4861	CDS			ABC transporter ATP-binding protein
124	74	49	79	77	107	PA4862	CDS			ABC transporter ATP-binding protein
994	621	366	212	213	450	PA4863	CDS			hypothetical protein
543	295	130	78	74	132	PA4864	CDS	ureD		urease accessory protein
310	175	114	90	85	160	PA4865	CDS	ureA	3.5.1.5	urease subunit gamma
536	336	201	129	90	176	PA4866	CDS			hypothetical protein
479	256	138	119	81	120	PA4867	CDS	ureB	3.5.1.5	urease subunit beta
2689	1599	718	1022	808	998	PA4868	CDS	ureC	3.5.1.5	urease subunit alpha
1116	587	522	749	812	706	PA4869	CDS			hypothetical protein
979	423	497	1034	971	1099	PA4870	CDS			hypothetical protein
454	271	156	204	232	313	PA4871	CDS			hypothetical protein
1848	1098	639	707	674	1124	PA4872	CDS			hypothetical protein
2422	1536	576	1153	1004	1081	PA4873	CDS			heat-shock protein
5527	3092	1764	3360	3284	3288	PA4874	CDS			hypothetical protein
6249	3065	4021	20137	12405	12254	PA4876	CDS	osmE		OsmE family transcriptional regulator
1495	649	482	3987	3217	4202	PA4877	CDS			hypothetical protein
1292	667	589	736	667	954	PA4878	CDS			transcriptional regulator
4303	2286	1541	3108	2666	3644	PA4879	CDS			hypothetical protein
9756	4381	6153	17980	11777	14197	PA4880	CDS			bacterioferritin
82	49	26	36	31	46	PA4881	CDS			hypothetical protein
115	95	59	132	115	85	PA4882	CDS			hypothetical protein
31	22	14	24	14	40	PA4883	CDS			hypothetical protein
