CTRL1	CTRL2	CIP1	CIP2	id	type	name	??	description
423	1115	776	672	b3190	CDS	ibaG		acid stress protein IbaG
259	565	415	345	b3191	CDS	mlaB		intermembrane phospholipid transport system protein MlaB
762	1921	1173	1013	b3192	CDS	mlaC		intermembrane phospholipid transport system - periplasmic binding protein
483	983	786	700	b3193	CDS	mlaD		intermembrane phospholipid transport system, substrate binding protein MlaD
512	1157	828	772	b3194	CDS	mlaE		intermembrane phospholipid transport system, integral membrane subunit MlaE
1178	2678	1633	1685	b3195	CDS	mlaF		intermembrane phospholipid transport system, ATP binding subunit MlaF
283	465	326	338	b3196	CDS	yrbG		putative transport protein YrbG
594	1201	1063	956	b3197	CDS	kdsD	5.3.1.13	D-arabinose 5-phosphate isomerase KdsD
522	1304	1079	983	b3198	CDS	kdsC	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
611	1557	1333	1137	b3199	CDS	lptC	7.5.2.5	lipopolysaccharide transport system protein LptC
725	2007	1716	1546	b3200	CDS	lptA	7.5.2.5	lipopolysaccharide transport system protein LptA
775	1899	1754	1490	b3201	CDS	lptB	7.5.2.5	lipopolysaccharide transport system ATP binding protein LptB
2789	6689	5927	5325	b3202	CDS	rpoN		RNA polymerase, sigma 54 (sigma N) factor
850	2229	1726	1663	b3203	CDS	hpf		ribosome hibernation-promoting factor
924	1648	1645	1554	b3204	CDS	ptsN		phosphotransferase system enzyme IIA(Ntr)
1317	2656	2671	2179	b3205	CDS	rapZ		RNase adaptor protein RapZ
114	222	255	213	b3206	CDS	npr		phosphorelay protein NPr
2887	6248	2372	2149	b3207	CDS	yrbL		protein kinase-like domain-containing protein YrbL
353	619	280	236	b3208	CDS	mtgA	2.4.1.129	peptidoglycan glycosyltransferase MtgA
207	432	257	217	b3209	CDS	elbB		low activity glyoxalase ElbB
968	2177	1309	1199	b3210	CDS	arcB	2.7.13.3	sensor histidine kinase ArcB
16	41	22	25	b3211	CDS	yhcC		radical SAM family oxidoreductase YhcC
26447	45735	57543	47613	b3212	CDS	gltB	1.4.1.13	glutamate synthase subunit GltB
10771	23658	22747	20076	b3213	CDS	gltD	1.4.1.13	glutamate synthase subunit GltD
182	399	277	245	b3214	CDS	gltF		periplasmic protein GltF
24	57	44	27	b3215	CDS	yhcA		putative fimbrial chaperone YhcA
202	361	186	176	b3216	CDS	yhcD		putative fimbrial usher protein YhcD
34	95	40	48	b4569	CDS	yhcE		putative uncharacterized protein YhcE
303.891	796.838	498.521	408.04	b3218	CDS	insH10		IS5 transposase and trans-activator
177	229	90	82	b3219	CDS	yhcF		DUF1120 domain-containing protein YhcF
128	220	118	117	b3220	CDS	yhcG		DUF1016 domain-containing protein YhcG
95	228	153	134	b3221	CDS	yhcH		DUF386 domain-containing protein YhcH
62	188	137	103	b3222	CDS	nanK	2.7.1.60	N-acetylmannosamine kinase
21	62	68	49	b3223	CDS	nanE	5.1.3.9	putative N-acetylmannosamine-6-phosphate epimerase
53	111	84	57	b3224	CDS	nanT		N-acetylneuraminate:H(+) symporter
62	159	106	78	b3225	CDS	nanA	4.1.3.3	N-acetylneuraminate lyase
462	823	427	412	b3226	CDS	nanR		DNA-binding transcriptional dual regulator NanR
50	58	71	72	b3227	CDS	dcuD		putative transporter DcuD
686	1423	1234	1167	b3228	CDS	sspB		ClpXP protease specificity-enhancing factor
2139	4594	3428	2930	b3229	CDS	sspA		stringent starvation protein A
7077	16322	12985	10907	b3230	CDS	rpsI		30S ribosomal subunit protein S9
13002	30853	20958	18602	b3231	CDS	rplM		50S ribosomal subunit protein L13
422	1077	716	528	b3232	CDS	zapE		cell division protein ZapE
1009	1985	1336	1321	b3233	CDS	yhcB		DUF1043 domain-containing inner membrane protein YhcB
796	2074	1381	1206	b3234	CDS	degQ		periplasmic serine endoprotease
389	903	504	436	b3235	CDS	degS		serine endoprotease
4218	12006	5434	4631	b3236	CDS	mdh	1.1.1.37	malate dehydrogenase
574	1285	412	362	b3237	CDS	argR		DNA-binding transcriptional dual regulator ArgR
262	417	194	192	b3238	CDS	yhcN		DUF1471 domain-containing stress-induced protein YhcN
469	640	255	248	b3239	CDS	yhcO		putative barnase inhibitor
73	138	78	93	b3240	CDS	aaeB		aromatic carboxylic acid efflux pump subunit AaeB
40	171	67	64	b3241	CDS	aaeA		aromatic carboxylic acid efflux pump membrane fusion protein
31	97	41	39	b3242	CDS	aaeX		DUF1656 domain-containing protein AaeX
322	809	497	377	b3243	CDS	aaeR		LysR-type transcriptional regulator AaeR
2261	6153	4046	3682	b3244	CDS	tldD		metalloprotease subunit TldD
1469	3455	1941	1602	b4472	CDS	yhdP		outer membrane permeability factor YhdP
1425	3517	2460	2243	b3247	CDS	rng		RNase G
375	1024	762	655	b3248	CDS	yhdE		nucleoside triphosphate pyrophosphatase YhdE
303	525	546	419	b3249	CDS	mreD		cell shape determining protein MreD
906	1860	2281	1836	b3250	CDS	mreC		cell shape determining protein MreC
2757	7162	5589	4229	b3251	CDS	mreB		dynamic cytoskeletal protein MreB
1006	1956	1232	1134	b3252	CDS	csrD		regulator of CsrB and CsrC decay
625	1480	1053	916	b3253	CDS	yhdH	1.3.1.84	acrylyl-CoA reductase
2218	6068	4598	3537	b3255	CDS	accB		biotin carboxyl carrier protein
4807	12430	9342	7268	b3256	CDS	accC	6.3.4.14	biotin carboxylase
22	73	41	22	b3257	CDS	yhdT		DUF997 domain-containing protein YhdT
215	423	411	299	b3258	CDS	panF		pantothenate:Na(+) symporter
519	1302	1031	806	b3259	CDS	prmA		ribosomal protein L11 methyltransferase
3292	8260	5003	4238	b3260	CDS	dusB		tRNA-dihydrouridine synthase B
1139	2950	1817	1580	b3261	CDS	fis		DNA-binding transcriptional dual regulator Fis
42	81	49	40	b3262	CDS	yhdJ	2.1.1.72	DNA adenine methyltransferase
10	6	5	2	b3263	CDS	yhdU		DUF2556 domain-containing protein YhdU
4	2	0	0	b3264	CDS	envR		DNA-binding transcriptional repressor EnvR
11	37	4	8	b3265	CDS	acrE		multidrug efflux pump membrane fusion lipoprotein AcrE
99	203	125.021	108	b3266	CDS	acrF		multidrug efflux pump RND permease AcrF
76	143	50	63	b3267	CDS	yhdV		lipoprotein YhdV
26	50	81	58	b3269	CDS	yhdX		putative ABC transporter membrane subunit YhdX
16	45	45	39	b3270	CDS	yhdY		putative ABC transporter membrane subunit YhdY
53	109	70	75	b3271	CDS	yhdZ		putative ABC transporter ATP-binding subunit YhdZ
544.443	1198.58	867.591	469.571	b3272	rRNA	rrfF		5S ribosomal RNA
110	244.454	179.014	102	b3273	tRNA	thrV		tRNA-Thr
2389.8	4886.61	2460.26	1839.71	b3274	rRNA	rrfD		5S ribosomal RNA
2874.73	2880.23	2377.17	805.132	b3275	rRNA	rrlD		23S ribosomal RNA
138.333	174.333	76	43.3333	b3276	tRNA	alaU		tRNA-Ala
310.333	417	165.333	92.6667	b3277	tRNA	ileU		tRNA-Ile
2571.76	3383.39	2686.22	1034.43	b3278	rRNA	rrsD		16S ribosomal RNA
1334	3004	2064	1913	b3279	CDS	yrdA		hexapeptide repeat-containing protein YrdA
187	506	403	381	b3280	CDS	yrdB		DUF1488 domain-containing protein YrdB
837	1820	1536	1411	b3281	CDS	aroE	1.1.1.25	shikimate dehydrogenase
543	1342	1222	999	b3282	CDS	tsaC	2.7.7.87	threonylcarbamoyl-AMP synthase
883	2285	1582	1505	b3283	CDS	yrdD		putative DNA topoisomerase
942	2593	1500	1415	b3284	CDS	smg		DUF494 domain-containing protein Smg
216	369	294	247	b4473	CDS	smf		protein Smf
1993	4739	3307	2833	b3287	CDS	def	3.5.1.88	peptide deformylase
1492	3893	3711	3335	b3288	CDS	fmt	2.1.2.9	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase
1072	2731	2515	2116	b3289	CDS	rsmB	2.1.1.176	16S rRNA m(5)C967 methyltransferase
793	1618	1379	1149	b3290	CDS	trkA		NAD-binding component of Trk potassium transporters
1312	2486	1283	1233	b3291	CDS	mscL		large conductance mechanosensitive channel
51	67	39	27	b4550	CDS	arfA		alternative ribosome-rescue factor A
130	284	178	142	b3292	CDS	zntR		DNA-binding transcriptional activator ZntR
132	232	155	150	b3293	CDS	yhdN		DUF1992 domain-containing protein YhdN
7811	19623	15248	13972	b3294	CDS	rplQ		50S ribosomal subunit protein L17
29364	87857	65978	58168	b3295	CDS	rpoA	2.7.7.6	RNA polymerase subunit alpha
15967	44053	34202	29783	b3296	CDS	rpsD		30S ribosomal subunit protein S4
10361	29033	20896	18052	b3297	CDS	rpsK		30S ribosomal subunit protein S11
12448	33593	26080	23860	b3298	CDS	rpsM		30S ribosomal subunit protein S13
2343	5662	4943	4351	b3299	CDS	rpmJ		50S ribosomal subunit protein L36
39283	89020	70740	63323	b3300	CDS	secY		Sec translocon subunit SecY
12628	37896	28273	25950	b3301	CDS	rplO		50S ribosomal subunit protein L15
1602	4772	4163	3548	b3302	CDS	rpmD		50S ribosomal subunit protein L30
10701	28711	27160	23175	b3303	CDS	rpsE		30S ribosomal subunit protein S5
5781	15923	14933	13106	b3304	CDS	rplR		50S ribosomal subunit protein L18
11704	35300	30690	27400	b3305	CDS	rplF		50S ribosomal subunit protein L6
9015	24452	22416	20479	b3306	CDS	rpsH		30S ribosomal subunit protein S8
8506	27267	23543	19589	b3307	CDS	rpsN		30S ribosomal subunit protein S14
16276	45544	40852	35103	b3308	CDS	rplE		50S ribosomal subunit protein L5
13118	35807	26775	22767	b3309	CDS	rplX		50S ribosomal subunit protein L24
13945	31753	26446	24891	b3310	CDS	rplN		50S ribosomal subunit protein L14
6090	14669	11938	10561	b3311	CDS	rpsQ		30S ribosomal subunit protein S17
1733	4975	4317	3190	b3312	CDS	rpmC		50S ribosomal subunit protein L29
6826	19848	17535	14872	b3313	CDS	rplP		50S ribosomal subunit protein L16
15646	43753	37431	33523	b3314	CDS	rpsC		30S ribosomal subunit protein S3
6849	20882	18302	16367	b3315	CDS	rplV		50S ribosomal subunit protein L22
6003	18134	13785	12079	b3316	CDS	rpsS		30S ribosomal subunit protein S19
18698	50412	45892	38819	b3317	CDS	rplB		50S ribosomal subunit protein L2
5009	17618	14359	11966	b3318	CDS	rplW		50S ribosomal subunit protein L23
12245	36055	32478	27398	b3319	CDS	rplD		50S ribosomal subunit protein L4
21864	61748	50199	43515	b3320	CDS	rplC		50S ribosomal subunit protein L3
12560	33067	25479	22200	b3321	CDS	rpsJ		30S ribosomal subunit protein S10
40	63	51	29	b3322	CDS	gspB		putative general secretion pathway protein B
32	40	39	28	b3323	CDS	gspA		Type II secretion system protein GspA
29	51	25	24	b3324	CDS	gspC		Type II secretion system protein GspC
89	147	102	78	b3325	CDS	gspD		Type II secretion system protein GspD
27	48	37	26	b3326	CDS	gspE		Type II secretion system protein GspE
32	59	26	41	b3327	CDS	gspF		Type II secretion system protein GspF
8	11	3	7	b3328	CDS	gspG		Type II secretion system protein GspG
3	12	6	1	b3329	CDS	gspH		Type II secretion system protein GspH
5	8	2	3	b3330	CDS	gspI		Type II secretion system protein GspI
20	33	11	17	b3331	CDS	gspJ		Type II secretion system protein GspJ
22	61	40	24	b3332	CDS	gspK		Type II secretion system protein GspK
96	168	81	80	b3333	CDS	gspL		Type II secretion system protein GspL
24	43	22	27	b3334	CDS	gspM		Type II secretion system protein GspM
83	202	121	71	b3335	CDS	gspO	3.4.23.43	Type II secretion system prepilin peptidase
4407	7637	1950	1655	b3336	CDS	bfr	1.16.3.1	bacterioferritin
537	1055	328	318	b3337	CDS	bfd		bacterioferritin-associated ferredoxin
244	568	279	241	b3338	CDS	chiA	3.2.1.14	endochitinase
40228.9	76432	68450.8	57432.3	b3339	CDS	tufA		translation elongation factor Tu 1
61458	142886	143704	123271	b3340	CDS	fusA		elongation factor G
13428	37232	33678	29269	b3341	CDS	rpsG		30S ribosomal subunit protein S7
16504	32204	25827	22224	b3342	CDS	rpsL		30S ribosomal subunit protein S12
209	508	392	348	b3343	CDS	tusB		sulfurtransferase complex subunit TusB
107	228	245	228	b3344	CDS	tusC		sulfurtransferase complex subunit TusC
176	337	274	179	b3345	CDS	tusD		sulfurtransferase complex subunit TusD
808	1604	1254	1046	b3346	CDS	yheO		DNA-binding transcriptional regulator YheO
4033	11113	6607	6500	b3347	CDS	fkpA	5.2.1.8	peptidyl-prolyl cis-trans isomerase FkpA
164	285	125	121	b3348	CDS	slyX		protein SlyX
5656	12925	9113	8352	b3349	CDS	slyD	5.2.1.8	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
100	272	174	203	b4551	CDS	yheV		DUF2387 domain-containing protein YheV
357	645	556	514	b3350	CDS	kefB		K(+) : H(+) antiporter KefB
144	227	165	144	b3351	CDS	kefG		glutathione-regulated potassium-efflux system ancillary protein KefG
725	1564	1600	1201	b3352	CDS	yheS		putative ATP-binding protein YheS
237	481	554	475	b3353	CDS	yheT		putative hydrolase YheT
72	125	115	119	b3354	CDS	yheU		UPF0270 family protein YheU
411	930	743	661	b3355	CDS	prkB		putative phosphoribulokinase
396	829	365	314	b3356	CDS	yhfA		OsmC family protein YhfA
4079	10407	5164	4916	b3357	CDS	crp		DNA-binding transcriptional dual regulator CRP
747	1411	882	704	b3358	CDS	yhfK		putative transporter YhfK
889	1825	805	509	b3359	CDS	argD	2.6.1.11	N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase
192	368	280	236	b3360	CDS	pabA	2.6.1.85	aminodeoxychorismate synthase subunit 2
559	1260	820	753	b3361	CDS	fic		putative adenosine monophosphate--protein transferase Fic
39	199	91	92	b3362	CDS	yhfG		DUF2559 domain-containing protein YhfG
430	1004	569	487	b3363	CDS	ppiA	5.2.1.8	peptidyl-prolyl cis-trans isomerase A
706	1482	712	449	b3364	CDS	tsgA		putative transporter TsgA
442	1003	339	388	b3365	CDS	nirB	1.7.1.15	nitrite reductase catalytic subunit NirB
7	18	7	4	b3366	CDS	nirD	1.7.1.15	nitrite reductase subunit NirD
20	35	29	25	b3367	CDS	nirC		nitrite transporter NirC
344	781	515	452	b3368	CDS	cysG	1.3.1.76	siroheme synthase
10	31	7	3	b3369	CDS	yhfL		DUF4223 domain-containing lipoprotein YhfL
10	7	10	7	b3370	CDS	frlA		fructoselysine/psicoselysine transporter
13	18	25	27	b3371	CDS	frlB		fructoselysine 6-phosphate deglycase
12	44	25	17	b4474	CDS	frlC	5.1.3.41	fructoselysine 3-epimerase
23	46	42	22	b3374	CDS	frlD	2.7.1.218	fructoselysine 6-kinase
142	274	167	140	b3375	CDS	frlR		putative DNA-binding transcriptional regulator FrlR
32	73	52	42	b3376	CDS	yhfS		putative aminotransferase YhfS
30	63	36	30	b3377	CDS	yhfT		uncharacterized protein YhfT
11	19	14	19	b3378	CDS	yhfU		DUF2620 domain-containing protein YhfU
16	46	28	18	b3379	CDS	php		putative hydrolase
15	34	24	24	b3380	CDS	yhfW		putative mutase YhfW
21	37	11	13	b3381	CDS	yhfX		putative PLP-binding protein YhfX
25	52	21	12	b3382	CDS	yhfY		PRD domain-containing protein YhfY
78	193	69	61	b3383	CDS	yhfZ		putative DNA-binding transcriptional regulator YhfZ
1573	3255	2581	2170	b3384	CDS	trpS	6.1.1.2	tryptophan--tRNA ligase
645	1663	1311	945	b3385	CDS	gph	3.1.3.18	phosphoglycolate phosphatase
578	1517	1195	951	b3386	CDS	rpe	5.1.3.1	ribulose-phosphate 3-epimerase
656	1491	1304	1046	b3387	CDS	dam	2.1.1.72	DNA adenine methyltransferase
2400	6076	5115	4070	b3388	CDS	damX		cell division protein DamX
2408	5619	4154	3321	b3389	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
2453	5659	3938	3513	b3390	CDS	aroK	2.7.1.71	shikimate kinase 1
45	66	43	36.6697	b3391	CDS	hofQ		DNA utilization protein HofQ
4	10	4	3.33032	b3392	CDS	hofP		DNA utilization protein HofP
8	13	6	11	b3393	CDS	hofO		DNA utilization protein HofO
3	12	7	2	b3394	CDS	hofN		DNA utilization protein HofN
20	45	27	25	b3395	CDS	hofM		DNA utilization protein HofM
737	1620	1128	832	b3396	CDS	mrcA	2.4.1.129	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
521	1185	687	587	b3397	CDS	nudE	3.6.1.21	ADP-sugar diphosphatase NudE
729	1286	640	521	b3398	CDS	igaA		inner membrane protein IgaA
264	525	496	388	b3399	CDS	yrfG	3.1.3.99	purine nucleotidase
144	300	355	322	b3400	CDS	hslR		heat shock protein Hsp15
493	772	903	772	b3401	CDS	hslO		molecular chaperone Hsp33
178	415	260	228	b3402	CDS	yhgE		putative transport protein YhgE
1059	2705	1997	1674	b3403	CDS	pck	4.1.1.49	phosphoenolpyruvate carboxykinase (ATP)
400	864	879	666	b3404	CDS	envZ	2.7.13.3	sensor histidine kinase EnvZ
653	1351	1174	1048	b3405	CDS	ompR		DNA-binding transcriptional dual regulator OmpR
174	286	179	220	b3406	CDS	greB		transcription elongation factor GreB
826	1600	1881	1352	b3407	CDS	yhgF		putative RNA-binding protein YhgF
783	1850	370	413	b3408	CDS	feoA		ferrous iron transport protein A
1735	3389	751	961	b3409	CDS	feoB		Fe(2(+)) transporter FeoB
29	100	32	26	b3410	CDS	feoC		ferrous iron transport protein FeoC
71	105	71	58	b3411	CDS	rpnA		recombination-promoting nuclease RpnA
118	269	205	162	b3412	CDS	bioH	3.1.1.1	pimeloyl-acyl carrier protein methyl ester esterase
132	389	222	210	b3413	CDS	yhgH		DNA utilization protein YhgH
830	2000	1425	1161	b3414	CDS	nfuA		iron-sulfur cluster carrier protein NfuA
556	1363	739	560	b3415	CDS	gntT		high-affinity gluconate transporter
1149	2409	2607	2195	b3416	CDS	malQ	2.4.1.25	4-alpha-glucanotransferase
1956	3496	3947	3036	b3417	CDS	malP		maltodextrin phosphorylase
2195	5473	3312	2238	b3418	CDS	malT		DNA-binding transcriptional activator MalT
67	136	146	130	b4475	CDS	rtcA	6.5.1.4	RNA 3'-terminal phosphate cyclase
87	166	130	133	b3421	CDS	rtcB	6.5.1.8	RNA-splicing ligase
152	294	227	195	b3422	CDS	rtcR		DNA-binding transcriptional activator RtcR
408	1005	692	482	b3424	CDS	glpG	3.4.21.105	rhomboid protease GlpG
121	196	154	116	b3425	CDS	glpE	2.8.1.1	thiosulfate sulfurtransferase GlpE
270	726	600	555	b3426	CDS	glpD	1.1.5.3	aerobic glycerol 3-phosphate dehydrogenase
101	153	165	181	b3427	CDS	yzgL		putative uncharacterized protein YzgL
5143	11346	10749	9700	b3428	CDS	glgP		glycogen phosphorylase
2576	5129	6084	5381	b3429	CDS	glgA	2.4.1.21	glycogen synthase
2161	4543	5432	4692	b3430	CDS	glgC	2.7.7.27	glucose-1-phosphate adenylyltransferase
2179	4296	5233	4640	b3431	CDS	glgX	3.2.1.196	limit dextrin alpha-1,6-glucohydrolase
4100	7514	9028	8062	b3432	CDS	glgB	2.4.1.18	1,4-alpha-glucan branching enzyme
66	173	193	217	b4788	CDS	yhgO		protein YhgO
0	0	0	0	b4789	CDS	yhgP		protein YhgP
7820	17953	22690	20644	b3433	CDS	asd	1.2.1.11	aspartate-semialdehyde dehydrogenase
93	198	139	118	b3434	CDS	yhgN		MarC family putative inner membrane protein YhgN
128	261	246	175	b4476	CDS	gntU		low-affinity gluconate transporter
116	224	116	113	b3437	CDS	gntK	2.7.1.12	D-gluconate kinase, thermostable
600	1373	806	819	b3438	CDS	gntR		DNA-binding transcriptional repressor GntR
313	618	416	422	b3439	CDS	yhhW	1.13.11.24	quercetin 2,3-dioxygenase
816	2065	1288	1136	b3440	CDS	yhhX		putative oxidoreductase YhhX
100	180	121	120	b3441	CDS	yhhY		N-acetyltransferase YhhY
10	12	8	3	b3442	CDS	yhhZ		putative endonuclease YhhZ
13	7	0	3	b3443	CDS	yrhA		putative uncharacterized protein YrhA
34.2678	50.2833	29.9535	34.4601	b3444	CDS	insA6		IS1 protein InsA
78.219	116.366	81.8211	58.9034	b3445	CDS	insB6		IS1 protein InsB
15	17	2	2	b4612	CDS	yrhD		uncharacterized protein YrhD
45	85	50	49	b3446	CDS	yrhB		putative heat shock chaperone
2496	5750	4575	3661	b3447	CDS	ggt	2.3.2.2	glutathione hydrolase proenzyme
246	546	280	287	b3448	CDS	yhhA		DUF2756 domain-containing protein YhhA
192	312	422	337	b3449	CDS	ugpQ	3.1.4.46	glycerophosphodiester phosphodiesterase UgpQ
169	315	483	394	b3450	CDS	ugpC	7.6.2.10	sn-glycerol 3-phosphate ABC transporter ATP binding subunit
86	150	217	200	b3451	CDS	ugpE	7.6.2.10	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
94	170	226	156	b3452	CDS	ugpA	7.6.2.10	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA
437	1152	1106	835	b3453	CDS	ugpB	7.6.2.10	sn-glycerol 3-phosphate ABC transporter periplasmic binding protein
1092	1988	1447	1296	b3454	CDS	livF	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
898	2169	1745	1494	b3455	CDS	livG	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG
1610	3285	2834	2417	b3456	CDS	livM	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
937	1857	2139	1745	b3457	CDS	livH	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH
3164	6648	5120	4719	b3458	CDS	livK	7.4.2.2	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein
130	208	204	155	b3459	CDS	panZ		PanD maturation factor
15974	33540	26091	23768	b3460	CDS	livJ	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
3184	6742	7107	7617	b3461	CDS	rpoH		RNA polymerase, sigma 32 (sigma H) factor
839	1852	1577	1251	b3462	CDS	ftsX		cell division protein FtsX
501	1305	971	912	b3463	CDS	ftsE		cell division protein FtsE
1189	2828	1992	1736	b3464	CDS	ftsY		signal recognition particle receptor
159	462	307	258	b3465	CDS	rsmD	2.1.1.171	16S rRNA m(2)G966 methyltransferase
26	72	61	45	b3466	CDS	yhhL		DUF1145 domain-containing protein YhhL
54	140	73	51	b3467	CDS	yhhM		DUF2500 domain-containing protein YhhM
318	585	413	329	b3468	CDS	yhhN		PF07947 family protein YhhN
152	355	297	261	b3469	CDS	zntA	7.2.2.12	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
59	120	65	64	b3470	CDS	tusA		sulfur transfer protein TusA
81	136	105	114	b3471	CDS	yhhQ		queuosine precursor transporter
534	1049	1003	994	b3472	CDS	dcrB		periplasmic bacteriophage sensitivity protein DcrB
271	491	418	346	b3473	CDS	yhhS		putative transporter YhhS
354	746	582	557	b3474	CDS	yhhT		putative transporter YhhT
219	461	446	433	b3475	CDS	acpT	2.7.8.7	holo-[acyl carrier protein] synthase 2
19	50	51	43	b3476	CDS	nikA		Ni(2(+)) ABC transporter periplasmic binding protein
8	2	9	13	b3477	CDS	nikB		Ni(2(+)) ABC transporter membrane subunit NikB
5	19	12	7	b3478	CDS	nikC		Ni(2(+)) ABC transporter membrane subunit NikC
3	17	11	13	b3479	CDS	nikD		Ni(2(+)) ABC transporter ATP binding subunit NikD
14	38	43	22	b3480	CDS	nikE		Ni(2(+)) ABC transporter ATP binding subunit NikE
51	133	70	63	b3481	CDS	nikR		DNA-binding transcriptional repressor NikR
79.0816	159.995	97.2154	93.3332	b3482	CDS	rhsB		rhs element protein RhsB
24	19	13	13	b3483	CDS	yhhH		PF15631 family protein YhhH
26.9843	65.3445	26.0825	26.7418	b3484	CDS	yhhI		putative transposase
126	264	180	97	b3485	CDS	yhhJ		ABC transporter family protein YhhJ
242	554	266	229	b3486	CDS	rbbA		ribosome-associated ATPase
235	692	311	215	b3487	CDS	yhiI		putative membrane fusion protein YhiI
213	242	157	132	b4790	CDS	yhiY		protein YhiY
78	108	64	55	b3488	CDS	yhiJ		DUF4049 domain-containing protein YhiJ
118	195	100	94	b3491	CDS	yhiM		inner membrane protein YhiM
289	535	514	418	b3492	CDS	yhiN		putative oxidoreductase YhiN
2087	4943	4109	3267	b3493	CDS	pitA		metal phosphate:H(+) symporter PitA
376	478	290	304	b3494	CDS	uspB		putative universal stress (ethanol tolerance) protein B
2343	4483	2534	2412	b3495	CDS	uspA		universal stress global stress response regulator
2	4	0	3	b4791	CDS	yriA		protein YriA
0	1	2	0	b4792	CDS	yriB		protein YriB
368	783	776	708	b3496	CDS	dtpB		dipeptide/tripeptide:H(+) symporter DtpB
131	266	290	287	b3497	CDS	rsmJ	2.1.1.242	16S rRNA m(2)G1516 methyltransferase
1791	4245	4864	4375	b3498	CDS	prlC	3.4.24.70	oligopeptidase A
430	718	1214	1012	b3499	CDS	rlmJ	2.1.1.266	23S rRNA m(6)A2030 methyltransferase
895	1922	2508	2145	b3500	CDS	gor	1.8.1.7	glutathione reductase (NADPH)
89	189	236	196	b4613	CDS	dinQ		membrane toxin DinQ
32	42	23	23	b3501	CDS	arsR		DNA-binding transcriptional repressor ArsR
28	82	43	29	b3502	CDS	arsB		arsenite/antimonite:H(+) antiporter
24	34	42	33	b3503	CDS	arsC	1.20.4.1	arsenate reductase
11	15	12	18	b3504	CDS	yhiS		putative uncharacterized protein YhiS
303.891	796.838	498.521	408.04	b3505	CDS	insH11		IS5 transposase and trans-activator
1283	2529	383	516	b3506	CDS	slp		starvation lipoprotein
296	465	86	92	b3507	CDS	dctR		putative DNA-binding transcriptional regulator DctR
401	688	180	184	b3508	CDS	yhiD		inner membrane protein YhiD
4024	7517	1193	1274	b3509	CDS	hdeB		periplasmic acid stress chaperone HdeB
7769	17647	2399	2140	b3510	CDS	hdeA		periplasmic acid stress chaperone HdeA
968	1618	578	444	b3511	CDS	hdeD		acid-resistance membrane protein
2528	2020	312	962	b3512	CDS	gadE		DNA-binding transcriptional activator GadE
161	361	141	122	b3513	CDS	mdtE		multidrug efflux pump membrane fusion protein MdtE
740	1588	520	501	b3514	CDS	mdtF		multidrug efflux pump RND permease MdtF
1997	3215	1081	1146	b3515	CDS	gadW		DNA-binding transcriptional dual regulator GadW
5297	7960	1717	1894	b3516	CDS	gadX		DNA-binding transcriptional dual regulator GadX
1763.86	3994.6	1302.8	943.56	b3517	CDS	gadA	4.1.1.15	glutamate decarboxylase A
103	176	83	91	b3518	CDS	ccp		cytochrome c peroxidase
929	1973	1662	1456	b3519	CDS	treF	3.2.1.28	cytoplasmic trehalase
141	244	143	105	b3520	CDS	yhjB		putative DNA-binding transcriptional regulator YhjB
59	99	42	34	b3521	CDS	rcdB		putative DNA-binding transcriptional regulator YhjC
494	1009	1022	923	b3522	CDS	yhjD		putative transporter YhjD
2733	5812	7256	6043	b3523	CDS	yhjE		putative transporter YhjE
960	2255	2536	2243	b3524	CDS	yhjG		AsmA family protein YhjG
101	171	919	690	b3525	CDS	pdeH	3.1.4.52	c-di-GMP phosphodiesterase PdeH
163	455	237	152	b3526	CDS	kdgK	2.7.1.45	2-dehydro-3-deoxygluconokinase
556	1114	827	840	b3527	CDS	yhjJ		peptidase M16 family protein YhjJ
224	339	330	243	b3528	CDS	dctA		C4 dicarboxylate/orotate:H(+) symporter
399	745	525	372	b3529	CDS	pdeK	3.1.4.52	c-di-GMP phosphodiesterase PdeK
514	1124	781	630	b3530	CDS	bcsC		cellulose synthase outer membrane channel
56	127	175	143	b3531	CDS	bcsZ	3.2.1.4	endo-1,4-D-glucanase
181	384	401	284	b3532	CDS	bcsB	2.4.1.12	cellulose synthase periplasmic subunit
217	442	280	242	b3533	CDS	bcsA	2.4.1.12	cellulose synthase catalytic subunit
679	1364	454	449	b3535	CDS	yhjR		PF10945 family protein YhjR
