id	type	gene	version	description
PaeAG1_04890	CDS	phhA	1.14.16.1	phenylalanine 4-monooxygenase
PaeAG1_04891	CDS	phhB	4.2.1.96	pterin-4-alpha-carbinolamine dehydratase
PaeAG1_04892	CDS	phhC	2.6.1.57	aromatic amino acid aminotransferase
PaeAG1_04893	CDS	pbpG		D-alanyl-D-alanine endopeptidase
PaeAG1_04894	CDS			peptidyl-tRNA hydrolase
PaeAG1_04895	CDS	mliC		lysozyme inhibitor
PaeAG1_04896	CDS	aroP2		aromatic amino acid transporter AroP
PaeAG1_04897	CDS	hpd		4-hydroxyphenylpyruvate dioxygenase
PaeAG1_04898	CDS			transcriptional regulator
PaeAG1_04899	CDS			hypothetical protein
PaeAG1_04900	CDS			oxidoreductase
PaeAG1_04901	CDS			hypothetical protein
PaeAG1_04902	CDS			sensor protein
PaeAG1_04903	CDS			hypothetical protein
PaeAG1_04904	CDS			ABC transporter ATP-binding protein/permease
PaeAG1_04905	CDS			hypothetical protein
PaeAG1_04906	CDS			hypothetical protein
PaeAG1_04907	CDS	bolA		morphogene protein BolA
PaeAG1_04908	CDS			hypothetical protein
PaeAG1_04909	CDS			hypothetical protein
PaeAG1_04910	CDS	fumC2	4.2.1.2	fumarate hydratase
PaeAG1_04911	CDS			oxidoreductase
PaeAG1_04912	CDS	cbpD		chitin-binding protein CbpD
PaeAG1_04913	CDS	ilvA2_2	4.3.1.19	threonine dehydratase
PaeAG1_04914	CDS			hypothetical protein
PaeAG1_04915	CDS	trxB2		thioredoxin reductase
PaeAG1_04916	CDS			alkyl hydroperoxide reductase
PaeAG1_04917	CDS			hypothetical protein
PaeAG1_04918	CDS			sulfate transporter CysZ
PaeAG1_04919	CDS			neutral ceramidase
PaeAG1_04920	CDS	plcH		hemolytic phospholipase C
PaeAG1_04921	CDS	plcR		phospholipase C accessory protein PlcR
PaeAG1_04922	CDS			glycosyl transferase family protein
PaeAG1_04923	CDS			hypothetical protein
PaeAG1_04924	CDS			oxidoreductase
PaeAG1_04925	CDS			transcriptional regulator
PaeAG1_04926	CDS			glutathione peroxidase
PaeAG1_04927	CDS	slyD		peptidyl-prolyl cis-trans isomerase SlyD
PaeAG1_04928	CDS	ackA_2	2.7.2.1	acetate kinase
PaeAG1_04929	CDS	pta	2.3.1.8	phosphate acetyltransferase
PaeAG1_04930	CDS			acyltransferase
PaeAG1_04931	CDS	yiaD		putative lipoprotein YiaD
PaeAG1_04932	CDS	gloC	3.1.2.6	Hydroxyacylglutathione hydrolase GloC
PaeAG1_04933	CDS			hypothetical protein
PaeAG1_04934	CDS			IS3 family transposase ISPa32
PaeAG1_04935	CDS			IS3 family transposase ISPa32
PaeAG1_04936	CDS			hypothetical protein
PaeAG1_04937	CDS	oruR		ornithine utilization transcriptional regulator OruR
PaeAG1_04938	CDS			hypothetical protein
PaeAG1_04939	CDS			hydrolase
PaeAG1_04940	CDS			transcriptional regulator
PaeAG1_04941	CDS			hypothetical protein
PaeAG1_04942	tmRNA	ssrA		transfer-messenger RNA, SsrA
PaeAG1_04943	CDS			IS3 family transposase IS222
PaeAG1_04944	CDS			IS3 family transposase IS222
PaeAG1_04945	CDS			hypothetical protein
PaeAG1_04946	CDS	hisK	3.1.3.15	Histidinol-phosphatase
PaeAG1_04947	CDS			hypothetical protein
PaeAG1_04948	CDS			hypothetical protein
PaeAG1_04949	CDS			hypothetical protein
PaeAG1_04950	CDS			hypothetical protein
PaeAG1_04951	CDS			hypothetical protein
PaeAG1_04952	CDS			hypothetical protein
PaeAG1_04953	CDS			hypothetical protein
PaeAG1_04954	CDS			hypothetical protein
PaeAG1_04955	CDS			hypothetical protein
PaeAG1_04956	CDS			hypothetical protein
PaeAG1_04957	CDS			hypothetical protein
PaeAG1_04958	CDS	smc_2		Chromosome partition protein Smc
PaeAG1_04959	CDS			hypothetical protein
PaeAG1_04960	CDS			hypothetical protein
PaeAG1_04961	CDS			hypothetical protein
PaeAG1_04962	CDS			hypothetical protein
PaeAG1_04963	CDS			hypothetical protein
PaeAG1_04964	CDS			hypothetical protein
PaeAG1_04965	CDS			hypothetical protein
PaeAG1_04966	CDS			hypothetical protein
PaeAG1_04967	CDS	higB2		Putative toxin HigB2
PaeAG1_04968	CDS			hypothetical protein
PaeAG1_04969	CDS			ring-cleaving dioxygenase
PaeAG1_04970	CDS			transcriptional regulator
PaeAG1_04971	CDS			transcriptional regulator
PaeAG1_04972	CDS			hypothetical protein
PaeAG1_04973	CDS	cefD	5.1.1.17	Isopenicillin N epimerase
PaeAG1_04974	CDS			hypothetical protein
PaeAG1_04975	CDS			major facilitator superfamily transporter
PaeAG1_04976	CDS			haloacid dehalogenase
PaeAG1_04977	CDS			divalent metal cation transporter MntH
PaeAG1_04978	CDS			hypothetical protein
PaeAG1_04979	CDS	ampDh3		protein AmpDh3
PaeAG1_04980	CDS			hypothetical protein
PaeAG1_04981	CDS			hypothetical protein
PaeAG1_04982	CDS			oxidoreductase
PaeAG1_04983	CDS			hypothetical protein
PaeAG1_04984	CDS			hypothetical protein
PaeAG1_04985	CDS			hypothetical protein
PaeAG1_04986	CDS			hypothetical protein
PaeAG1_04987	CDS			helicase
PaeAG1_04988	CDS	pmtA		phospholipid methyltransferase
PaeAG1_04989	CDS			transcriptional regulator
PaeAG1_04990	CDS	prpB_1	4.1.3.30	2-methylisocitrate lyase
PaeAG1_04991	CDS	prpC	2.3.3.5	methylcitrate synthase
PaeAG1_04992	CDS		4.2.1.3	aconitate hydratase
PaeAG1_04993	CDS	prpF	5.3.3.-	2-methyl-aconitate isomerase
PaeAG1_04994	CDS	prpD	4.2.1.79	2-methylcitrate dehydratase
PaeAG1_04995	CDS			transcriptional regulator
PaeAG1_04996	CDS			hypothetical protein
PaeAG1_04997	CDS			amino acid permease
PaeAG1_04998	CDS			hypothetical protein
PaeAG1_04999	CDS			hypothetical protein
PaeAG1_05000	CDS			hypothetical protein
PaeAG1_05001	CDS			transporter
PaeAG1_05002	CDS	azoR1		FMN-dependent NADH-azoreductase AzoR
PaeAG1_05003	CDS			transcriptional regulator
PaeAG1_05004	CDS	putP		sodium/proline symporter PutP
PaeAG1_05005	CDS	putA	1.2.1.88	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase
PaeAG1_05006	CDS			putative TonB-dependent receptor
PaeAG1_05007	CDS	pruR		proline utilization regulator
PaeAG1_05008	CDS			ATP-dependent protease
PaeAG1_05009	CDS	icp		inhibitor of cysteine peptidase
PaeAG1_05010	CDS			hypothetical protein
PaeAG1_05011	CDS			hypothetical protein
PaeAG1_05012	CDS			tRNA (cmo5U34)-methyltransferase
PaeAG1_05013	CDS			tRNA (mo5U34)-methyltransferase
PaeAG1_05014	CDS	pdxJ		pyridoxine 5'-phosphate synthase
PaeAG1_05015	CDS	recO		DNA repair protein RecO
PaeAG1_05016	CDS	era		GTPase Era
PaeAG1_05017	CDS	rnc	3.1.26.3	ribonuclease III
PaeAG1_05018	CDS			hypothetical protein
PaeAG1_05019	CDS	lepB		signal peptidase I
PaeAG1_05020	CDS	lepA		elongation factor 4
PaeAG1_05021	CDS	mucD		serine protease MucD
PaeAG1_05022	CDS	mucC		positive regulator for alginate biosynthesis MucC
PaeAG1_05023	CDS	mucB		sigma factor AlgU regulator MucB
PaeAG1_05024	CDS	mucA		sigma factor AlgU negative regulator MucA
PaeAG1_05025	CDS	algU		RNA polymerase sigma factor AlgU
PaeAG1_05026	CDS	nadB	1.4.3.16	L-aspartate oxidase
PaeAG1_05027	CDS			hypothetical protein
PaeAG1_05028	CDS	sdhE		FAD assembly factor SdhE
PaeAG1_05029	CDS			hypothetical protein
PaeAG1_05030	CDS	ygfZ		tRNA-modifying protein YgfZ
PaeAG1_05031	CDS			hypothetical protein
PaeAG1_05032	CDS			two-component sensor
PaeAG1_05033	CDS			two-component response regulator
PaeAG1_05034	CDS	opdH		cis-aconitate porin OpdH
PaeAG1_05035	CDS			hypothetical protein
PaeAG1_05036	CDS			hypothetical protein
PaeAG1_05037	CDS			hypothetical protein
PaeAG1_05038	CDS			hypothetical protein
PaeAG1_05039	CDS	ung	3.2.2.-	uracil-DNA glycosylase
PaeAG1_05040	CDS	vanW		Vancomycin B-type resistance protein VanW
PaeAG1_05041	CDS	mmsR_2		transcriptional regulator MmsR
PaeAG1_05042	CDS			aldehyde dehydrogenase
PaeAG1_05043	CDS			acyl-CoA dehydrogenase
PaeAG1_05044	CDS		4.2.1.17	enoyl-CoA hydratase
PaeAG1_05045	CDS			enoyl-CoA hydratase
PaeAG1_05046	CDS			NAD-dependent L-serine dehydrogenase
PaeAG1_05047	CDS			hypothetical protein
PaeAG1_05048	CDS			hypothetical protein
PaeAG1_05049	CDS	sdsA1		SDS hydrolase SdsA1
PaeAG1_05050	CDS			transcriptional regulator
PaeAG1_05051	CDS			hypothetical protein
PaeAG1_05052	CDS			hypothetical protein
PaeAG1_05053	CDS			hypothetical protein
PaeAG1_05054	CDS			hypothetical protein
PaeAG1_05055	CDS			hypothetical protein
PaeAG1_05056	CDS			hypothetical protein
PaeAG1_05057	CDS			hypothetical protein
PaeAG1_05058	CDS			16S rRNA pseudouridine(516) synthase
PaeAG1_05059	CDS			hypothetical protein
PaeAG1_05060	CDS			hypothetical protein
PaeAG1_05061	CDS			(R)-3-hydroxydecanoyl-ACP:CoA transacylase
PaeAG1_05062	tRNA			tRNA-Gly
PaeAG1_05063	CDS			hypothetical protein
PaeAG1_05064	CDS			hypothetical protein
PaeAG1_05065	CDS			hypothetical protein
PaeAG1_05066	CDS			hypothetical protein
PaeAG1_05067	CDS	gloA2		lactoylglutathione lyase
PaeAG1_05068	CDS			hypothetical protein
PaeAG1_05069	CDS			transcriptional regulator
PaeAG1_05070	CDS	toxR		transcriptional regulator ToxR
PaeAG1_05071	CDS	cat		chloramphenicol acetyltransferase
PaeAG1_05072	CDS	migA		alpha-1,6-rhamnosyltransferase MigA
PaeAG1_05073	CDS		3.5.1.4	amidase
PaeAG1_05074	CDS			major facilitator superfamily transporter
PaeAG1_05075	CDS			hypothetical protein
PaeAG1_05076	CDS			AraC family transcriptional regulator
PaeAG1_05077	CDS			transcriptional regulator
PaeAG1_05078	CDS			hypothetical protein
PaeAG1_05079	CDS			PpiC-type peptidyl-prolyl cis-trans isomerase
PaeAG1_05080	CDS			hypothetical protein
PaeAG1_05081	CDS			hypothetical protein
PaeAG1_05082	CDS			hypothetical protein
PaeAG1_05083	CDS			hypothetical protein
PaeAG1_05084	CDS	exbD2		transporter ExbD
PaeAG1_05085	CDS	exbB2		transporter ExbB
PaeAG1_05086	CDS			hypothetical protein
PaeAG1_05087	CDS			hypothetical protein
PaeAG1_05088	CDS			hypothetical protein
PaeAG1_05089	CDS			alkaline phosphatase L
PaeAG1_05090	CDS			type II secretion system protein
PaeAG1_05091	CDS			type II secretion system protein HxcR
PaeAG1_05092	CDS			type II secretion system protein
PaeAG1_05093	CDS			type II secretion system protein
PaeAG1_05094	CDS			hypothetical protein
PaeAG1_05095	CDS			HxcX atypical pseudopilin
PaeAG1_05096	CDS			HxcT pseudopilin
PaeAG1_05097	CDS			HxcV pseudopilin
PaeAG1_05098	CDS			hypothetical protein
PaeAG1_05099	CDS			HxcU pseudopilin
PaeAG1_05100	CDS			HxcW pseudopilin
PaeAG1_05101	CDS	vreR		sigma factor regulator VreR
PaeAG1_05102	CDS	vreI		ECF sigma factor VreI
PaeAG1_05103	CDS			hypothetical protein
PaeAG1_05104	CDS			hypothetical protein
PaeAG1_05105	CDS	hemO		heme oxygenase
PaeAG1_05106	CDS	sulA		Cell division inhibitor SulA
PaeAG1_05107	CDS	imuB		Protein ImuB
PaeAG1_05108	CDS		2.7.7.7	error-prone DNA polymerase
PaeAG1_05109	rRNA			5S ribosomal RNA
PaeAG1_05110	rRNA			23S ribosomal RNA
PaeAG1_05111	tRNA			tRNA-Ala
PaeAG1_05112	tRNA			tRNA-Ile
PaeAG1_05113	rRNA			16S ribosomal RNA
PaeAG1_05114	CDS	sbcD		exonuclease SbcD
PaeAG1_05115	CDS			exonuclease
PaeAG1_05116	CDS	recD		exodeoxyribonuclease V subunit alpha
PaeAG1_05117	CDS	recB		exodeoxyribonuclease V subunit beta
PaeAG1_05118	CDS	recC		exodeoxyribonuclease V subunit gamma
PaeAG1_05119	CDS			hypothetical protein
PaeAG1_05120	CDS			hypothetical protein
PaeAG1_05121	CDS			transcriptional regulator
PaeAG1_05122	CDS			transporter
PaeAG1_05123	CDS			chemotaxis transducer
PaeAG1_05124	CDS			hypothetical protein
PaeAG1_05125	CDS			phosphate transporter
PaeAG1_05126	CDS	pprA		two-component sensor PprA
PaeAG1_05127	CDS			hypothetical protein
PaeAG1_05128	CDS	fppA		Flp prepilin peptidase FppA
PaeAG1_05129	CDS	pprB		two-component response regulator PprB
PaeAG1_05130	CDS			hypothetical protein
PaeAG1_05131	CDS			hypothetical protein
PaeAG1_05132	CDS	tadD		type II secretion system protein TadD
PaeAG1_05133	CDS	tadC		type II secretion system protein TadC
PaeAG1_05134	CDS	tadB		type II secretion system protein TadB
PaeAG1_05135	CDS	tadA_3		ATPase TadA
PaeAG1_05136	CDS			hypothetical protein
PaeAG1_05137	CDS	rcpA		type II/III secretion system protein
PaeAG1_05138	CDS			hypothetical protein
PaeAG1_05139	CDS	flp		type IVb pilin Flp
PaeAG1_05140	CDS	pctC		chemotactic transducer PctC
PaeAG1_05141	CDS			hypothetical protein
PaeAG1_05142	CDS	pctA		chemotactic transducer PctA
PaeAG1_05143	CDS	pctB		chemotactic transducer PctB
PaeAG1_05144	CDS	pimC	2.4.1.-	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
PaeAG1_05145	CDS			hypothetical protein
PaeAG1_05146	CDS			hypothetical protein
PaeAG1_05147	CDS			hypothetical protein
PaeAG1_05148	CDS	purU1	3.5.1.10	formyltetrahydrofolate deformylase
PaeAG1_05149	CDS	mvaT_3		transcriptional regulator MvaT
PaeAG1_05150	CDS	sbcB	3.1.11.1	exonuclease I
PaeAG1_05151	CDS			hypothetical protein
PaeAG1_05152	CDS			hypothetical protein
PaeAG1_05153	CDS			hypothetical protein
PaeAG1_05154	CDS			hypothetical protein
PaeAG1_05155	CDS			hypothetical protein
PaeAG1_05156	CDS			hypothetical protein
PaeAG1_05157	CDS			hypothetical protein
PaeAG1_05158	CDS			hypothetical protein
PaeAG1_05159	CDS			hypothetical protein
PaeAG1_05160	CDS			hypothetical protein
PaeAG1_05161	CDS			hypothetical protein
PaeAG1_05162	CDS	uspE_2		Universal stress protein E
PaeAG1_05163	CDS	pykA	2.7.1.40	pyruvate kinase
PaeAG1_05164	CDS			enoyl-CoA hydratase
PaeAG1_05165	CDS	ndoR	1.18.1.7	Naphthalene 1,2-dioxygenase system ferredoxin--NAD(P)(+), reductase component
PaeAG1_05166	CDS			hypothetical protein
PaeAG1_05167	CDS			fumarase
PaeAG1_05168	CDS			manganese transporter MntH
PaeAG1_05169	CDS			hypothetical protein
PaeAG1_05170	CDS	pfpI_2		protease PfpI
PaeAG1_05171	CDS			hypothetical protein
PaeAG1_05172	CDS			acyltransferase
PaeAG1_05173	CDS			phospholipase
PaeAG1_05174	CDS			hypothetical protein
PaeAG1_05175	CDS			transcriptional regulator
PaeAG1_05176	CDS		3.5.1.4	amidase
PaeAG1_05177	CDS			major facilitator superfamily transporter
PaeAG1_05178	CDS			hydrolase
PaeAG1_05179	CDS			hypothetical protein
PaeAG1_05180	CDS			hypothetical protein
PaeAG1_05181	CDS			hypothetical protein
PaeAG1_05182	CDS			hypothetical protein
PaeAG1_05183	CDS			hypothetical protein
PaeAG1_05184	CDS			hypothetical protein
PaeAG1_05185	CDS			acyltransferase
PaeAG1_05186	CDS			hypothetical protein
PaeAG1_05187	CDS	acpH	3.1.4.14	Acyl carrier protein phosphodiesterase
PaeAG1_05188	CDS			hypothetical protein
PaeAG1_05189	CDS			major facilitator superfamily transporter
PaeAG1_05190	CDS	xenB		xenobiotic reductase
PaeAG1_05191	CDS	feoC		putative [Fe-S]-dependent transcriptional repressor
PaeAG1_05192	CDS			ferrous iron transporter B
PaeAG1_05193	CDS			ferrous iron transporter A
PaeAG1_05194	CDS			hypothetical protein
PaeAG1_05195	CDS			hypothetical protein
PaeAG1_05196	CDS			oxidoreductase
PaeAG1_05197	CDS			hypothetical protein
PaeAG1_05198	CDS	iciA		chromosome replication initiation inhibitor protein
PaeAG1_05199	CDS			hypothetical protein
PaeAG1_05200	CDS			transporter
PaeAG1_05201	CDS	sodB		superoxide dismutase
PaeAG1_05202	CDS	bifA_2		protein BifA
PaeAG1_05203	CDS			hypothetical protein
PaeAG1_05204	CDS	lemA_3		Protein LemA
PaeAG1_05205	CDS	icmP		insulin-cleaving metalloproteinase outer membrane protein
PaeAG1_05206	CDS			hypothetical protein
PaeAG1_05207	CDS			hypothetical protein
PaeAG1_05208	CDS			hypothetical protein
PaeAG1_05209	CDS			resistance-nodulation-cell division (RND) efflux membrane fusion protein
PaeAG1_05210	CDS			multidrug efflux protein
PaeAG1_05211	CDS	pncB2	6.3.4.21	nicotinate phosphoribosyltransferase
PaeAG1_05212	CDS			hypothetical protein
PaeAG1_05213	CDS	inaA_1		Protein InaA
PaeAG1_05214	CDS			hypothetical protein
PaeAG1_05215	CDS			two-component sensor
PaeAG1_05216	CDS			two-component response regulator
PaeAG1_05217	CDS			hypothetical protein
PaeAG1_05218	CDS			hypothetical protein
PaeAG1_05219	CDS			camphor resistance protein CrcB
PaeAG1_05220	CDS			hypothetical protein
PaeAG1_05221	CDS	groEL		molecular chaperone GroEL
PaeAG1_05222	CDS	groES		co-chaperonin GroES
PaeAG1_05223	CDS			phage exclusion suppressor FxsA
PaeAG1_05224	CDS			hypothetical protein
PaeAG1_05225	CDS	speA_1	1.1.1.100	3-ketoacyl-ACP reductase
PaeAG1_05226	CDS			hypothetical protein
PaeAG1_05227	CDS			hypothetical protein
PaeAG1_05228	CDS	ogt_2	2.1.1.63	Methylated-DNA--protein-cysteine methyltransferase
PaeAG1_05229	CDS	ampG		AmpG protein
PaeAG1_05230	CDS	mscS_1		Small-conductance mechanosensitive channel
PaeAG1_05231	CDS			nucleotide-binding protein
PaeAG1_05232	CDS			two-component response regulator
PaeAG1_05233	CDS	panE	1.1.1.169	2-dehydropantoate 2-reductase
PaeAG1_05234	CDS			two-component sensor
PaeAG1_05235	CDS	cobO_2	2.5.1.-	Cobalamin adenosyltransferase
PaeAG1_05236	CDS	thiE_2	2.5.1.3	Thiamine-phosphate synthase
PaeAG1_05237	CDS			glutathione S-transferase
PaeAG1_05238	CDS	argJ	2.3.1.1	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
PaeAG1_05239	CDS	secA		preprotein translocase subunit SecA
PaeAG1_05240	CDS			hypothetical protein
PaeAG1_05241	CDS			hypothetical protein
PaeAG1_05242	CDS	lpxC	3.5.1.-	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
PaeAG1_05243	CDS	ftsZ		cell division protein FtsZ
PaeAG1_05244	CDS	ftsA		cell division protein FtsA
PaeAG1_05245	CDS	ftsQ		cell division protein FtsQ
PaeAG1_05246	CDS	ddlB	6.3.2.4	D-alanine--D-alanine ligase
PaeAG1_05247	CDS	murC	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase
PaeAG1_05248	CDS	murG	2.4.1.227	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase
PaeAG1_05249	CDS	ftsW		cell division protein FtsW
PaeAG1_05250	CDS	murD	6.3.2.9	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
PaeAG1_05251	CDS	mraY	2.7.8.13	phospho-N-acetylmuramoyl-pentapeptide- transferase
PaeAG1_05252	CDS	murF		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase
PaeAG1_05253	CDS	murE	6.3.2.13	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase
PaeAG1_05254	CDS	ftsI		penicillin-binding protein 3
PaeAG1_05255	CDS	ftsL		cell division protein FtsL
PaeAG1_05256	CDS			S-adenosyl-methyltransferase MraW
PaeAG1_05257	CDS			cell division protein MraZ
PaeAG1_05258	CDS	rsmI	2.1.1.198	Ribosomal RNA small subunit methyltransferase I
PaeAG1_05259	CDS	lpoA		Penicillin-binding protein activator LpoA
PaeAG1_05260	CDS			hypothetical protein
PaeAG1_05261	CDS			phosphoheptose isomerase
PaeAG1_05262	CDS			hypothetical protein
PaeAG1_05263	CDS	sspB		ClpXP protease specificity-enhancing factor
PaeAG1_05264	CDS	sspA		stringent starvation protein A
PaeAG1_05265	CDS			cytochrome C1
PaeAG1_05266	CDS			cytochrome b
PaeAG1_05267	CDS			iron-sulfur protein
PaeAG1_05268	CDS	rpsI		30S ribosomal protein S9
PaeAG1_05269	CDS	rplM		50S ribosomal protein L13
PaeAG1_05270	CDS			oxidoreductase
PaeAG1_05271	CDS			acyl-CoA dehydrogenase
PaeAG1_05272	CDS			transcriptional regulator
PaeAG1_05273	CDS			hypothetical protein
PaeAG1_05274	CDS	zapE_2		Cell division protein ZapE
PaeAG1_05275	CDS	trpS	6.1.1.2	tryptophan--tRNA ligase
PaeAG1_05276	CDS			hypothetical protein
PaeAG1_05277	CDS			hypothetical protein
PaeAG1_05278	CDS	cysN	2.7.1.25	bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase
PaeAG1_05279	CDS	cysD	2.7.7.4	sulfate adenylyltransferase subunit 2
PaeAG1_05280	CDS	mltB1		murein hydrolase B
PaeAG1_05281	CDS			GTP cyclohydrolase 1 type 2
PaeAG1_05282	CDS	algW		AlgW protein
PaeAG1_05283	CDS	hisC1	2.6.1.9	histidinol-phosphate aminotransferase
PaeAG1_05284	CDS	hisD	1.1.1.23	histidinol dehydrogenase
PaeAG1_05285	CDS	hisG	2.4.2.17	ATP phosphoribosyltransferase
PaeAG1_05286	CDS	murA	2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PaeAG1_05287	CDS	ibaG		Acid stress protein IbaG
PaeAG1_05288	CDS			hypothetical protein
PaeAG1_05289	CDS	mlaC		putative phospholipid-binding protein MlaC
PaeAG1_05290	CDS	mlaD		putative phospholipid ABC transporter-binding protein MlaD
PaeAG1_05291	CDS			ABC transporter permease
PaeAG1_05292	CDS			ABC transporter ATP-binding protein
PaeAG1_05293	CDS			hypothetical protein
PaeAG1_05294	CDS			arabinose-5-phosphate isomerase KdsD
PaeAG1_05295	CDS	kdsC	3.1.3.45	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
PaeAG1_05296	CDS	lptC		Lipopolysaccharide export system protein LptC
PaeAG1_05297	CDS	lptA_2		Lipopolysaccharide export system protein LptA
PaeAG1_05298	CDS			ABC transporter ATP-binding protein
PaeAG1_05299	CDS	rpoN	2.7.7.6	RNA polymerase factor sigma-54
PaeAG1_05300	CDS	hpf		Ribosome hibernation promoting factor
PaeAG1_05301	CDS	ptsN		nitrogen regulatory IIA protein
PaeAG1_05302	CDS	rapZ		RNase adapter protein RapZ
PaeAG1_05303	CDS			phosphoryl carrier protein
PaeAG1_05304	CDS			bacteriophage integrase
PaeAG1_05305	CDS			hypothetical protein
PaeAG1_05306	CDS			hypothetical protein
PaeAG1_05307	CDS			hypothetical protein
PaeAG1_05308	CDS			hypothetical protein
PaeAG1_05309	CDS			hypothetical protein
PaeAG1_05310	CDS			hypothetical protein
PaeAG1_05311	CDS			hypothetical protein
PaeAG1_05312	CDS			hypothetical protein
PaeAG1_05313	CDS			hypothetical protein
PaeAG1_05314	CDS			hypothetical protein
PaeAG1_05315	CDS			hypothetical protein
PaeAG1_05316	CDS			hypothetical protein
PaeAG1_05317	CDS			hypothetical protein
PaeAG1_05318	CDS			hypothetical protein
PaeAG1_05319	CDS			hypothetical protein
PaeAG1_05320	CDS			hypothetical protein
PaeAG1_05321	CDS			hypothetical protein
PaeAG1_05322	CDS			hypothetical protein
PaeAG1_05323	CDS			hypothetical protein
PaeAG1_05324	CDS			hypothetical protein
PaeAG1_05325	CDS			hypothetical protein
PaeAG1_05326	CDS			hypothetical protein
PaeAG1_05327	CDS			hypothetical protein
PaeAG1_05328	CDS			hypothetical protein
PaeAG1_05329	CDS	rrrD_2	3.2.1.17	Lysozyme RrrD
PaeAG1_05330	CDS			hypothetical protein
PaeAG1_05331	CDS			hypothetical protein
PaeAG1_05332	CDS			hypothetical protein
PaeAG1_05333	CDS			hypothetical protein
PaeAG1_05334	CDS			hypothetical protein
PaeAG1_05335	CDS			hypothetical protein
PaeAG1_05336	CDS			hypothetical protein
PaeAG1_05337	CDS			hypothetical protein
PaeAG1_05338	CDS			hypothetical protein
PaeAG1_05339	CDS			hypothetical protein
PaeAG1_05340	CDS			hypothetical protein
PaeAG1_05341	CDS			hypothetical protein
PaeAG1_05342	CDS			hypothetical protein
PaeAG1_05343	CDS			hypothetical protein
PaeAG1_05344	CDS	zupT		Zinc transporter ZupT
PaeAG1_05345	CDS	sodM		superoxide dismutase
PaeAG1_05346	CDS			hypothetical protein
PaeAG1_05347	CDS	fumC1	4.2.1.2	fumarate hydratase
PaeAG1_05348	CDS			hypothetical protein
PaeAG1_05349	CDS	pmbA_1		PmbA protein
PaeAG1_05350	CDS			hypothetical protein
PaeAG1_05351	CDS	pmbA_2		PmbA protein
PaeAG1_05352	CDS	aguB_2		N-carbamoylputrescine amidohydrolase
PaeAG1_05353	CDS			hypothetical protein
PaeAG1_05354	CDS	cafA		cytoplasmic axial filament protein
PaeAG1_05355	CDS	yhdE		Maf-like protein YhdE
PaeAG1_05356	CDS	mreD		rod shape-determining protein MreD
PaeAG1_05357	CDS	mreC		rod shape-determining protein MreC
PaeAG1_05358	CDS	mreB		rod shape-determining protein MreB
PaeAG1_05359	CDS	gatC	6.3.5.-	aspartyl/glutamyl-tRNA amidotransferase subunit C
PaeAG1_05360	CDS	gatA	6.3.5.-	aspartyl/glutamyl-tRNA amidotransferase subunit A
PaeAG1_05361	CDS	gatB	6.3.5.-	aspartyl/glutamyl-tRNA amidotransferase subunit B
PaeAG1_05362	CDS			hypothetical protein
PaeAG1_05363	CDS	pcaC_2		4-carboxymuconolactone decarboxylase
PaeAG1_05364	CDS			hypothetical protein
PaeAG1_05365	CDS			hypothetical protein
PaeAG1_05366	CDS			hypothetical protein
PaeAG1_05367	CDS			hypothetical protein
PaeAG1_05368	CDS			hypothetical protein
PaeAG1_05369	CDS			hypothetical protein
PaeAG1_05370	CDS	roxR		DNA-binding response regulator RoxR
PaeAG1_05371	CDS	roxS		sensor histidine kinase RoxS
PaeAG1_05372	CDS			hypothetical protein
PaeAG1_05373	CDS			ABC transporter
PaeAG1_05374	CDS			ABC transporter
PaeAG1_05375	CDS			metallopeptidase
PaeAG1_05376	CDS			transcriptional regulator
PaeAG1_05377	CDS			ABC transporter
PaeAG1_05378	CDS	opdP		glycine-glutamate dipeptide porin OpdP
PaeAG1_05379	CDS			ABC transporter
PaeAG1_05380	CDS			ABC transporter permease
PaeAG1_05381	CDS			ABC transporter permease
PaeAG1_05382	CDS			ABC transporter ATP-binding protein
PaeAG1_05383	CDS			peptide ABC transporter ATP-binding protein
PaeAG1_05384	CDS			leucine export protein LeuE
PaeAG1_05385	CDS			transcriptional regulator
PaeAG1_05386	CDS	ybgK_2		putative protein YbgK
PaeAG1_05387	CDS	kipI_3		Kinase A inhibitor
PaeAG1_05388	CDS			hypothetical protein
PaeAG1_05389	CDS	lpxO1		lipopolysaccharide biosynthetic protein LpxO
PaeAG1_05390	CDS			oxidoreductase
PaeAG1_05391	CDS			iron transport outer membrane receptor
PaeAG1_05392	CDS			hydroxylase
