CRTL1	CRTL2	T1	T2	id	type	name	version	description
2305	5563	4861	4271	b3299	CDS	rpmJ		50S ribosomal subunit protein L36
38908	88049	69875	62584	b3300	CDS	secY		Sec translocon subunit SecY
12493	37437	27948	25654	b3301	CDS	rplO		50S ribosomal subunit protein L15
1563	4677	4066	3471	b3302	CDS	rpmD		50S ribosomal subunit protein L30
10582	28359	26817	22858	b3303	CDS	rpsE		30S ribosomal subunit protein S5
5694	15734	14710	12955	b3304	CDS	rplR		50S ribosomal subunit protein L18
11543	34870	30293	27078	b3305	CDS	rplF		50S ribosomal subunit protein L6
8940	24207	22201	20256	b3306	CDS	rpsH		30S ribosomal subunit protein S8
8399	26959	23277	19366	b3307	CDS	rpsN		30S ribosomal subunit protein S14
16116	45063	40410	34724	b3308	CDS	rplE		50S ribosomal subunit protein L5
12975	35385	26419	22482	b3309	CDS	rplX		50S ribosomal subunit protein L24
13814	31488	26180	24626	b3310	CDS	rplN		50S ribosomal subunit protein L14
6038	14524	11823	10461	b3311	CDS	rpsQ		30S ribosomal subunit protein S17
1701	4901	4241	3137	b3312	CDS	rpmC		50S ribosomal subunit protein L29
6766	19658	17346	14691	b3313	CDS	rplP		50S ribosomal subunit protein L16
15504	43290	37017	33173	b3314	CDS	rpsC		30S ribosomal subunit protein S3
6787	20634	18094	16181	b3315	CDS	rplV		50S ribosomal subunit protein L22
5956	17976	13625	11976	b3316	CDS	rpsS		30S ribosomal subunit protein S19
18530	49872	45359	38360	b3317	CDS	rplB		50S ribosomal subunit protein L2
4952	17424	14180	11793	b3318	CDS	rplW		50S ribosomal subunit protein L23
12125	35680	32129	27099	b3319	CDS	rplD		50S ribosomal subunit protein L4
21678	61165	49666	43092	b3320	CDS	rplC		50S ribosomal subunit protein L3
12477	32792	25303	22038	b3321	CDS	rpsJ		30S ribosomal subunit protein S10
40	63	50	29	b3322	CDS	gspB		putative general secretion pathway protein B
31	40	39	27	b3323	CDS	gspA		Type II secretion system protein GspA
28	51	25	23	b3324	CDS	gspC		Type II secretion system protein GspC
87	145	99	78	b3325	CDS	gspD		Type II secretion system protein GspD
26	48	37	26	b3326	CDS	gspE		Type II secretion system protein GspE
32	58	26	41	b3327	CDS	gspF		Type II secretion system protein GspF
8	11	3	7	b3328	CDS	gspG		Type II secretion system protein GspG
3	12	6	1	b3329	CDS	gspH		Type II secretion system protein GspH
5	8	1	3	b3330	CDS	gspI		Type II secretion system protein GspI
18	32	11	17	b3331	CDS	gspJ		Type II secretion system protein GspJ
21	60	40	24	b3332	CDS	gspK		Type II secretion system protein GspK
95	167	80	80	b3333	CDS	gspL		Type II secretion system protein GspL
24	42	22	27	b3334	CDS	gspM		Type II secretion system protein GspM
81	197	120	68	b3335	CDS	gspO	3.4.23.43	Type II secretion system prepilin peptidase
4372	7571	1931	1639	b3336	CDS	bfr	1.16.3.1	bacterioferritin
535	1045	327	316	b3337	CDS	bfd		bacterioferritin-associated ferredoxin
239	555	278	238	b3338	CDS	chiA	3.2.1.14	endochitinase
39702	75301	67455.8	56648.9	b3339	CDS	tufA		translation elongation factor Tu 1
60921	141618	142230	122011	b3340	CDS	fusA		elongation factor G
13314	36898	33376	28986	b3341	CDS	rpsG		30S ribosomal subunit protein S7
16383	32020	25662	22046	b3342	CDS	rpsL		30S ribosomal subunit protein S12
207	504	388	346	b3343	CDS	tusB		sulfurtransferase complex subunit TusB
105	225	245	221	b3344	CDS	tusC		sulfurtransferase complex subunit TusC
169	325	270	176	b3345	CDS	tusD		sulfurtransferase complex subunit TusD
799	1593	1248	1034	b3346	CDS	yheO		DNA-binding transcriptional regulator YheO
4002	10984	6553	6446	b3347	CDS	fkpA	5.2.1.8	peptidyl-prolyl cis-trans isomerase FkpA
163	285	124	120	b3348	CDS	slyX		protein SlyX
5605	12828	9025	8277	b3349	CDS	slyD	5.2.1.8	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
100	271	171	202	b4551	CDS	yheV		DUF2387 domain-containing protein YheV
354	637	552	506	b3350	CDS	kefB		K(+) : H(+) antiporter KefB
142	227	161	142	b3351	CDS	kefG		glutathione-regulated potassium-efflux system ancillary protein KefG
719	1547	1578	1188	b3352	CDS	yheS		putative ATP-binding protein YheS
232	478	541	472	b3353	CDS	yheT		putative hydrolase YheT
71	124	115	119	b3354	CDS	yheU		UPF0270 family protein YheU
409	923	734	651	b3355	CDS	prkB		putative phosphoribulokinase
394	826	362	311	b3356	CDS	yhfA		OsmC family protein YhfA
4052	10302	5119	4872	b3357	CDS	crp		DNA-binding transcriptional dual regulator CRP
741	1398	873	692	b3358	CDS	yhfK		putative transporter YhfK
879	1803	795	499	b3359	CDS	argD	2.6.1.11	N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase
191	365	275	234	b3360	CDS	pabA	2.6.1.85	aminodeoxychorismate synthase subunit 2
552	1249	806	746	b3361	CDS	fic		putative adenosine monophosphate--protein transferase Fic
39	193	90	92	b3362	CDS	yhfG		DUF2559 domain-containing protein YhfG
427	997	566	486	b3363	CDS	ppiA	5.2.1.8	peptidyl-prolyl cis-trans isomerase A
700	1471	705	447	b3364	CDS	tsgA		putative transporter TsgA
439	989	336	385	b3365	CDS	nirB	1.7.1.15	nitrite reductase catalytic subunit NirB
7	17	7	4	b3366	CDS	nirD	1.7.1.15	nitrite reductase subunit NirD
20	34	29	24	b3367	CDS	nirC		nitrite transporter NirC
340	772	511	447	b3368	CDS	cysG	1.3.1.76	siroheme synthase
10	31	7	3	b3369	CDS	yhfL		DUF4223 domain-containing lipoprotein YhfL
9	7	10	7	b3370	CDS	frlA		fructoselysine/psicoselysine transporter
12	17	25	25	b3371	CDS	frlB		fructoselysine 6-phosphate deglycase
11	44	25	17	b4474	CDS	frlC	5.1.3.41	fructoselysine 3-epimerase
22	46	42	22	b3374	CDS	frlD	2.7.1.218	fructoselysine 6-kinase
140	272	167	136	b3375	CDS	frlR		putative DNA-binding transcriptional regulator FrlR
31	70	51	42	b3376	CDS	yhfS		putative aminotransferase YhfS
30	61	36	30	b3377	CDS	yhfT		uncharacterized protein YhfT
10	19	14	19	b3378	CDS	yhfU		DUF2620 domain-containing protein YhfU
16	46	28	18	b3379	CDS	php		putative hydrolase
15	32	24	23	b3380	CDS	yhfW		putative mutase YhfW
20	37	11	13	b3381	CDS	yhfX		putative PLP-binding protein YhfX
25	52	20	12	b3382	CDS	yhfY		PRD domain-containing protein YhfY
78	193	69	61	b3383	CDS	yhfZ		putative DNA-binding transcriptional regulator YhfZ
1563	3224	2558	2145	b3384	CDS	trpS	6.1.1.2	tryptophan--tRNA ligase
637	1650	1301	939	b3385	CDS	gph	3.1.3.18	phosphoglycolate phosphatase
572	1497	1179	944	b3386	CDS	rpe	5.1.3.1	ribulose-phosphate 3-epimerase
652	1478	1285	1032	b3387	CDS	dam	2.1.1.72	DNA adenine methyltransferase
2385	5996	5057	4026	b3388	CDS	damX		cell division protein DamX
2388	5567	4099	3287	b3389	CDS	aroB	4.2.3.4	3-dehydroquinate synthase
2428	5612	3908	3491	b3390	CDS	aroK	2.7.1.71	shikimate kinase 1
44	64	43	36.6706	b3391	CDS	hofQ		DNA utilization protein HofQ
4	10	4	3.32938	b3392	CDS	hofP		DNA utilization protein HofP
8	13	5	11	b3393	CDS	hofO		DNA utilization protein HofO
3	12	7	2	b3394	CDS	hofN		DNA utilization protein HofN
20	45	27	24	b3395	CDS	hofM		DNA utilization protein HofM
728	1602	1114	826	b3396	CDS	mrcA	2.4.1.129	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA
518	1175	677	583	b3397	CDS	nudE	3.6.1.21	ADP-sugar diphosphatase NudE
725	1275	626	515	b3398	CDS	igaA		inner membrane protein IgaA
263	521	491	384	b3399	CDS	yrfG	3.1.3.99	purine nucleotidase
141	297	347	317	b3400	CDS	hslR		heat shock protein Hsp15
486	766	898	767	b3401	CDS	hslO		molecular chaperone Hsp33
177	412	253	223	b3402	CDS	yhgE		putative transport protein YhgE
1052	2675	1980	1667	b3403	CDS	pck	4.1.1.49	phosphoenolpyruvate carboxykinase (ATP)
396	859	868	662	b3404	CDS	envZ	2.7.13.3	sensor histidine kinase EnvZ
651	1339	1166	1040	b3405	CDS	ompR		DNA-binding transcriptional dual regulator OmpR
173	284	177	219	b3406	CDS	greB		transcription elongation factor GreB
820	1591	1860	1346	b3407	CDS	yhgF		putative RNA-binding protein YhgF
775	1831	367	410	b3408	CDS	feoA		ferrous iron transport protein A
1718	3356	747	949	b3409	CDS	feoB		Fe(2(+)) transporter FeoB
29	98	32	24	b3410	CDS	feoC		ferrous iron transport protein FeoC
71	104	71	58	b3411	CDS	rpnA		recombination-promoting nuclease RpnA
116	268	205	159	b3412	CDS	bioH	3.1.1.1	pimeloyl-acyl carrier protein methyl ester esterase
130	386	217	208	b3413	CDS	yhgH		DNA utilization protein YhgH
821	1984	1408	1155	b3414	CDS	nfuA		iron-sulfur cluster carrier protein NfuA
553	1349	730	555	b3415	CDS	gntT		high-affinity gluconate transporter
1128	2355	2556	2156	b3416	CDS	malQ	2.4.1.25	4-alpha-glucanotransferase
1944	3461	3909	3005	b3417	CDS	malP		maltodextrin phosphorylase
2182	5436	3280	2219	b3418	CDS	malT		DNA-binding transcriptional activator MalT
65	136	143	128	b4475	CDS	rtcA	6.5.1.4	RNA 3'-terminal phosphate cyclase
85	166	129	131	b3421	CDS	rtcB	6.5.1.8	RNA-splicing ligase
151	289	223	192	b3422	CDS	rtcR		DNA-binding transcriptional activator RtcR
405	995	681	479	b3424	CDS	glpG	3.4.21.105	rhomboid protease GlpG
121	196	152	115	b3425	CDS	glpE	2.8.1.1	thiosulfate sulfurtransferase GlpE
270	723	593	553	b3426	CDS	glpD	1.1.5.3	aerobic glycerol 3-phosphate dehydrogenase
100	151	165	178	b3427	CDS	yzgL		putative uncharacterized protein YzgL
5093	11220	10583	9609	b3428	CDS	glgP		glycogen phosphorylase
2548	5060	6005	5311	b3429	CDS	glgA	2.4.1.21	glycogen synthase
2141	4489	5375	4648	b3430	CDS	glgC	2.7.7.27	glucose-1-phosphate adenylyltransferase
2155	4249	5169	4589	b3431	CDS	glgX	3.2.1.196	limit dextrin alpha-1,6-glucohydrolase
4069	7439	8899	7986	b3432	CDS	glgB	2.4.1.18	1,4-alpha-glucan branching enzyme
66	170	191	217	b4788	CDS	yhgO		protein YhgO
0	0	0	0	b4789	CDS	yhgP		protein YhgP
7765	17794	22462	20437	b3433	CDS	asd	1.2.1.11	aspartate-semialdehyde dehydrogenase
93	196	139	117	b3434	CDS	yhgN		MarC family putative inner membrane protein YhgN
127	257	242	174	b4476	CDS	gntU		low-affinity gluconate transporter
116	220	116	112	b3437	CDS	gntK	2.7.1.12	D-gluconate kinase, thermostable
600	1356	802	809	b3438	CDS	gntR		DNA-binding transcriptional repressor GntR
312	612	415	417	b3439	CDS	yhhW	1.13.11.24	quercetin 2,3-dioxygenase
810	2050	1279	1128	b3440	CDS	yhhX		putative oxidoreductase YhhX
99	179	118	118	b3441	CDS	yhhY		N-acetyltransferase YhhY
10	12	8	3	b3442	CDS	yhhZ		putative endonuclease YhhZ
13	7	0	3	b3443	CDS	yrhA		putative uncharacterized protein YrhA
33.7269	49.0718	29.9884	33.8179	b3444	CDS	insA6		IS1 protein InsA
77.6669	115.887	81.593	56.6824	b3445	CDS	insB6		IS1 protein InsB
15	17	2	2	b4612	CDS	yrhD		uncharacterized protein YrhD
45	83	50	48	b3446	CDS	yrhB		putative heat shock chaperone
2474	5713	4528	3614	b3447	CDS	ggt	2.3.2.2	glutathione hydrolase proenzyme
246	541	279	281	b3448	CDS	yhhA		DUF2756 domain-containing protein YhhA
190	307	418	335	b3449	CDS	ugpQ	3.1.4.46	glycerophosphodiester phosphodiesterase UgpQ
169	315	478	387	b3450	CDS	ugpC	7.6.2.10	sn-glycerol 3-phosphate ABC transporter ATP binding subunit
85	150	214	196	b3451	CDS	ugpE	7.6.2.10	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE
94	168	226	155	b3452	CDS	ugpA	7.6.2.10	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA
434	1145	1093	827	b3453	CDS	ugpB	7.6.2.10	sn-glycerol 3-phosphate ABC transporter periplasmic binding protein
1083	1965	1431	1288	b3454	CDS	livF	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF
889	2154	1719	1473	b3455	CDS	livG	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG
1593	3237	2793	2390	b3456	CDS	livM	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM
934	1821	2103	1714	b3457	CDS	livH	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH
3144	6595	5065	4673	b3458	CDS	livK	7.4.2.2	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein
126	204	204	153	b3459	CDS	panZ		PanD maturation factor
15876	33250	25821	23545	b3460	CDS	livJ	7.4.2.2	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein
3159	6683	7041	7535	b3461	CDS	rpoH		RNA polymerase, sigma 32 (sigma H) factor
831	1838	1557	1236	b3462	CDS	ftsX		cell division protein FtsX
495	1285	955	901	b3463	CDS	ftsE		cell division protein FtsE
1178	2805	1974	1721	b3464	CDS	ftsY		signal recognition particle receptor
156	461	301	255	b3465	CDS	rsmD	2.1.1.171	16S rRNA m(2)G966 methyltransferase
26	72	58	44	b3466	CDS	yhhL		DUF1145 domain-containing protein YhhL
54	140	71	51	b3467	CDS	yhhM		DUF2500 domain-containing protein YhhM
315	581	408	329	b3468	CDS	yhhN		PF07947 family protein YhhN
150	354	291	256	b3469	CDS	zntA	7.2.2.12	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase
59	119	65	63	b3470	CDS	tusA		sulfur transfer protein TusA
80	136	103	114	b3471	CDS	yhhQ		queuosine precursor transporter
530	1044	999	987	b3472	CDS	dcrB		periplasmic bacteriophage sensitivity protein DcrB
271	481	414	343	b3473	CDS	yhhS		putative transporter YhhS
351	741	579	546	b3474	CDS	yhhT		putative transporter YhhT
213	457	443	431	b3475	CDS	acpT	2.7.8.7	holo-[acyl carrier protein] synthase 2
19	50	51	43	b3476	CDS	nikA		Ni(2(+)) ABC transporter periplasmic binding protein
8	2	9	12	b3477	CDS	nikB		Ni(2(+)) ABC transporter membrane subunit NikB
5	19	12	7	b3478	CDS	nikC		Ni(2(+)) ABC transporter membrane subunit NikC
3	16	11	13	b3479	CDS	nikD		Ni(2(+)) ABC transporter ATP binding subunit NikD
14	38	41	22	b3480	CDS	nikE		Ni(2(+)) ABC transporter ATP binding subunit NikE
51	133	68	63	b3481	CDS	nikR		DNA-binding transcriptional repressor NikR
73.8196	158.272	97.3109	93.0862	b3482	CDS	rhsB		rhs element protein RhsB
24	19	12	13	b3483	CDS	yhhH		PF15631 family protein YhhH
26.9785	65.628	25.3361	26.7429	b3484	CDS	yhhI		putative transposase
124	260	177	96	b3485	CDS	yhhJ		ABC transporter family protein YhhJ
241	550	265	227	b3486	CDS	rbbA		ribosome-associated ATPase
233	676	308	213	b3487	CDS	yhiI		putative membrane fusion protein YhiI
210	240	157	131	b4790	CDS	yhiY		protein YhiY
78	108	64	55	b3488	CDS	yhiJ		DUF4049 domain-containing protein YhiJ
115	194	98	93	b3491	CDS	yhiM		inner membrane protein YhiM
288	531	511	414	b3492	CDS	yhiN		putative oxidoreductase YhiN
2064	4868	4041	3233	b3493	CDS	pitA		metal phosphate:H(+) symporter PitA
373	475	289	300	b3494	CDS	uspB		putative universal stress (ethanol tolerance) protein B
2328	4435	2511	2388	b3495	CDS	uspA		universal stress global stress response regulator
2	4	0	3	b4791	CDS	yriA		protein YriA
0	1	2	0	b4792	CDS	yriB		protein YriB
366	770	768	699	b3496	CDS	dtpB		dipeptide/tripeptide:H(+) symporter DtpB
128	265	286	284	b3497	CDS	rsmJ	2.1.1.242	16S rRNA m(2)G1516 methyltransferase
1777	4203	4813	4328	b3498	CDS	prlC	3.4.24.70	oligopeptidase A
427	705	1207	1003	b3499	CDS	rlmJ	2.1.1.266	23S rRNA m(6)A2030 methyltransferase
850	1787	2433	2084	b3500	CDS	gor	1.8.1.7	glutathione reductase (NADPH)
89	188	234	194	b4613	CDS	dinQ		membrane toxin DinQ
32	42	23	23	b3501	CDS	arsR		DNA-binding transcriptional repressor ArsR
28	82	43	29	b3502	CDS	arsB		arsenite/antimonite:H(+) antiporter
23	33	42	33	b3503	CDS	arsC	1.20.4.1	arsenate reductase
11	15	12	18	b3504	CDS	yhiS		putative uncharacterized protein YhiS
302.241	789.619	494.116	403.426	b3505	CDS	insH11		IS5 transposase and trans-activator
1274	2518	378	509	b3506	CDS	slp		starvation lipoprotein
295	457	85	91	b3507	CDS	dctR		putative DNA-binding transcriptional regulator DctR
395	681	174	184	b3508	CDS	yhiD		inner membrane protein YhiD
3986	7432	1187	1257	b3509	CDS	hdeB		periplasmic acid stress chaperone HdeB
7702	17491	2381	2126	b3510	CDS	hdeA		periplasmic acid stress chaperone HdeA
957	1608	570	434	b3511	CDS	hdeD		acid-resistance membrane protein
2508	2001	310	960	b3512	CDS	gadE		DNA-binding transcriptional activator GadE
158	356	138	118	b3513	CDS	mdtE		multidrug efflux pump membrane fusion protein MdtE
734	1564	513	496	b3514	CDS	mdtF		multidrug efflux pump RND permease MdtF
1987	3191	1070	1132	b3515	CDS	gadW		DNA-binding transcriptional dual regulator GadW
5259	7875	1698	1877	b3516	CDS	gadX		DNA-binding transcriptional dual regulator GadX
1753.46	3954.87	1286.83	934.515	b3517	CDS	gadA	4.1.1.15	glutamate decarboxylase A
103	175	83	89	b3518	CDS	ccp		cytochrome c peroxidase
920	1956	1649	1441	b3519	CDS	treF	3.2.1.28	cytoplasmic trehalase
140	243	141	104	b3520	CDS	yhjB		putative DNA-binding transcriptional regulator YhjB
59	99	42	34	b3521	CDS	rcdB		putative DNA-binding transcriptional regulator YhjC
486	999	1013	915	b3522	CDS	yhjD		putative transporter YhjD
2711	5749	7177	5988	b3523	CDS	yhjE		putative transporter YhjE
956	2235	2500	2218	b3524	CDS	yhjG		AsmA family protein YhjG
101	170	909	681	b3525	CDS	pdeH	3.1.4.52	c-di-GMP phosphodiesterase PdeH
162	451	233	151	b3526	CDS	kdgK	2.7.1.45	2-dehydro-3-deoxygluconokinase
553	1099	822	831	b3527	CDS	yhjJ		peptidase M16 family protein YhjJ
220	338	329	242	b3528	CDS	dctA		C4 dicarboxylate/orotate:H(+) symporter
396	737	521	366	b3529	CDS	pdeK	3.1.4.52	c-di-GMP phosphodiesterase PdeK
512	1115	774	627	b3530	CDS	bcsC		cellulose synthase outer membrane channel
56	121	174	141	b3531	CDS	bcsZ	3.2.1.4	endo-1,4-D-glucanase
179	382	398	283	b3532	CDS	bcsB	2.4.1.12	cellulose synthase periplasmic subunit
213	438	276	239	b3533	CDS	bcsA	2.4.1.12	cellulose synthase catalytic subunit
674	1352	448	446	b3535	CDS	yhjR		PF10945 family protein YhjR
1483	3175	1583	1246	b3536	CDS	bcsE		c-di-GMP-binding protein BcsE
14	52	53	18	b3537	CDS	bcsF		putative cellulose biosynthesis protein BcsF
964	2226	1730	1539	b3538	CDS	bcsG		cellulose phosphoethanolamine transferase
34	72	53	55	b4453	CDS	ldrD		small toxic polypeptide LdrD
361	758	649	520	b3539	CDS	yhjV		putative transporter YhjV
695	1474	1410	1120	b3540	CDS	dppF	7.4.2.9	dipeptide ABC transporter ATP binding subunit DppF
615	1443	1444	1236	b3541	CDS	dppD	7.4.2.9	dipeptide ABC transporter ATP binding subunit DppD
517	830	1092	913	b3542	CDS	dppC	7.4.2.9	dipeptide ABC transporter membrane subunit DppC
777	1431	2020	1553	b3543	CDS	dppB	7.4.2.9	dipeptide ABC transporter membrane subunit DppB
9312	17581	18323	15771	b3544	CDS	dppA	7.4.2.9	dipeptide ABC transporter periplasmic binding protein
10	8	1	4	b3545	tRNA	proK		tRNA-Pro
409	754	705	660	b3546	CDS	eptB	2.7.8.42	Kdo2-lipid A phosphoethanolamine 7''-transferase
77	163	100	89	b3547	CDS	yhjX		putative transporter YhjX
426	785	355	346	b3548	CDS	yhjY		putative outer membrane protein YhjY
196	559	270	240	b3549	CDS	tag	3.2.2.20	3-methyl-adenine DNA glycosylase I, constitutive
66	103	132	119	b3550	CDS	yiaC		peptidyl-lysine N-acetyltransferase YiaC
605	1395	1942	1545	b3551	CDS	bisC	1.8.4.13	biotin sulfoxide reductase
67	200	107	80	b3552	CDS	yiaD		PF13488 family lipoprotein YiaD
1021	2546	1983	1635	b3553	CDS	ghrB	1.1.1.215	glyoxylate reductase
1547	3785	2289	2196	b3554	CDS	yiaF		DUF3053 domain-containing protein YiaF
3093	7132	3956	3782	b3555	CDS	yiaG		putative DNA-binding transcriptional regulator YiaG
102010	162485	119216	127829	b3556	CDS	cspA		cold shock protein CspA
7	12	13	19	b4793	CDS	ysaE		protein YsaE
29	79	78	70	b4455	CDS	hokA		small toxic polypeptide
33	51	71	70	b3557	CDS	insJ		insertion element IS150 protein InsA
29	45	64	66	b3558	CDS	insK		IS150 conserved protein InsB
3992	9513	9389	7907	b3559	CDS	glyS	6.1.1.14	glycine--tRNA ligase subunit beta
1660	3481	3457	2842	b3560	CDS	glyQ	6.1.1.14	glycine--tRNA ligase subunit alpha
162	236	84	80	b4553	CDS	ysaB		putative lipoprotein YsaB
62	136	55	49	b3561	CDS	wecH		O-acetyltransferase WecH
24	33	16	9	b3562	CDS	yiaA		PF05360 family inner membrane protein YiaA
14	16	2	3	b3563	CDS	yiaB		PF05360 family inner membrane protein YiaB
123	176	140	137	b3564	CDS	xylB	2.7.1.17	xylulokinase
239	593	315	277	b3565	CDS	xylA	5.3.1.5	xylose isomerase
5	29	8	6	b3566	CDS	xylF	7.5.2.10	xylose ABC transporter periplasmic binding protein
78	89	38	39	b3567	CDS	xylG	7.5.2.10	xylose ABC transporter ATP binding subunit
37	69	47	38	b3568	CDS	xylH	7.5.2.10	xylose ABC transporter membrane subunit
189	355	244	201	b3569	CDS	xylR		DNA-binding transcriptional dual regulator XylR
2090	4068	2059	2010	b3570	CDS	bax		putative glycoside hydrolase Bax
0	0	0	0	b4794	CDS	baxL		putative translational regulatory protein BaxL
90	187	176	159	b3571	CDS	malS		alpha-amylase
2048	5028	5292	3894	b3572	CDS	avtA	2.6.1.66	valine--pyruvate aminotransferase
115	276	344	265	b3573	CDS	ysaA		putative electron transport protein YsaA
169	407	321	200	b3574	CDS	plaR		DNA-binding transcriptional repressor PlaR
7	19	7	4	b3575	CDS	yiaK	1.1.1.130	2,3-diketo-L-gulonate reductase
0	0	2	0	b3576	CDS	yiaL		DUF386 domain-containing protein YiaL
0	0	0	1	b3577	CDS	yiaM		2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
3	5	4	6	b3578	CDS	yiaN		2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit
1	16	1	2	b3579	CDS	yiaO		2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein
10	19	15	10	b3580	CDS	lyxK	2.7.1.53	L-xylulose kinase
3	12	9	4	b3581	CDS	sgbH	4.1.1.85	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
8	8	17	16	b3582	CDS	sgbU	5.1.3.22	putative L-xylulose 5-phosphate 3-epimerase
13	38	20	16	b3583	CDS	sgbE	5.1.3.4	L-ribulose-5-phosphate 4-epimerase SgbE
29	52	22	15	b3584	CDS	yiaT		outer membrane protein YiaT
87	162	102	100	b3585	CDS	yiaU		putative LysR-type DNA-binding transcriptional regulator YiaU
14	43	27	16	b3586	CDS	yiaV		putative membrane fusion protein YiaV
2	2	1	1	b3587	CDS	yiaW		DUF3302 domain-containing protein YiaW
233	463	466	361	b3588	CDS	aldB		aldehyde dehydrogenase B
8	17	6	5	b3589	CDS	yiaY	1.1.1.103	L-threonine dehydrogenase
648	1605	1608	1299	b3590	CDS	selB	3.6.5.3	selenocysteyl-tRNA-specific translation elongation factor
479	1244	1265	1069	b3591	CDS	selA	2.9.1.1	selenocysteine synthase
547	1357	1254	978	b3592	CDS	yibF		glutathione transferase-like protein YibF
257.662	455.812	462.421	431.922	b3593	CDS	rhsA		rhs element protein RhsA
89	118	53	75	b3594	CDS	yibA		putative lyase containing HEAT-repeat
10	24	5	15	b3596	CDS	yibG		tetratricopeptide-like domain-containing protein YibG
6	7	4	2	b4615	CDS	yibV		PF15596 family protein YibV
37	144	68	45	b3597	CDS	yibH		inner membrane protein YibH
28	35	15	16	b3598	CDS	yibI		DUF3302 domain-containing protein YibI
604	1355	1387	1115	b3599	CDS	mtlA	2.7.1.197	mannitol-specific PTS enzyme IICBA component
625	1555	1271	1019	b3600	CDS	mtlD	1.1.1.17	mannitol-1-phosphate 5-dehydrogenase
195	412	363	294	b3601	CDS	mtlR		transcriptional repressor MtlR
79	193	138	153	b4554	CDS	yibT		protein YibT
433	1055	778	599	b3602	CDS	yibL		DUF2810 domain-containing protein YibL
147	329	353	218	b3603	CDS	lldP		lactate/glycolate:H(+) symporter LldP
81	198	170	188	b3604	CDS	lldR		DNA-binding transcriptional dual regulator LldR
143	253	294	242	b3605	CDS	lldD		L-lactate dehydrogenase
145	299	320	184	b3606	CDS	trmL	2.1.1.207	tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
801	2095	2016	1694	b3607	CDS	cysE	2.3.1.30	serine acetyltransferase
1515	4301	3987	3362	b3608	CDS	gpsA	1.1.1.94	glycerol-3-phosphate dehydrogenase
2197	5950	5593	4739	b3609	CDS	secB		protein export chaperone SecB
813	3047	2490	2193	b3610	CDS	grxC		glutaredoxin 3
1421	3548	2651	2437	b3611	CDS	yibN		putative sulfurtransferase YibN
2381	5859	7297	5695	b3612	CDS	gpmM	5.4.2.12	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
502	1140	1087	819	b3613	CDS	envC		murein hydrolase activator EnvC
239	551	604	449	b3614	CDS	yibQ		divergent polysaccharide deacetylase domain-containing protein YibQ
21	53	24	32	b3615	CDS	waaH	2.4.1.17	UDP-glucuronate:LPS(HepIII) glycosyltransferase
550	1183	1056	812	b3616	CDS	tdh	1.1.1.103	threonine dehydrogenase
316	771	657	567	b3617	CDS	kbl	2.3.1.29	2-amino-3-ketobutyrate CoA ligase
768	1092	665	854	b3618	CDS	htrL		protein HtrL
1926	5721	4428	4946	b3619	CDS	rfaD	5.1.3.20	ADP-L-glycero-D-mannoheptose 6-epimerase
648	1643	1737	1335	b3620	CDS	waaF		ADP-heptose--LPS heptosyltransferase 2
543	1089	1303	1034	b3621	CDS	waaC		ADP-heptose:LPS heptosyltransferase 1
1527.99	2578	1009.93	1140.82	b3622	CDS	waaL		O-antigen ligase
0.00958358	0	15.6193	32.7313	b4795	CDS	yibX		protein YibX
0	0	0	0	b4795	CDS	yibX		protein YibX-S
0	0.00377593	4.45486	4.44857	b4796	CDS	yibY		protein YibY
603	495	187	467	b3623	CDS	waaU		putative ADP-heptose:LPS heptosyltransferase 4
550	770	282	452	b3624	CDS	waaZ	2.4.99.15	lipopolysaccharide core biosynthesis protein WaaZ
538	663	340	496	b3625	CDS	waaY		lipopolysaccharide core heptose (II) kinase
902	1557	646	897	b3626	CDS	waaJ	2.4.1.58	UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase
643	1176	638	745	b3627	CDS	waaO	2.4.1.73	UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase
782	1326	787	892	b3628	CDS	waaB	2.4.1.44	UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase
630	953	172	366	b3629	CDS	waaS		lipopolysaccharide core biosynthesis protein WaaS
